id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,26.07,1.34,4.19,361.54,5.66,1.38,11,1
2,proxy2,1.14,1.0,1.0,1.14,1.0,1.0,8,0
3,proxy3,1.33,1.4,0.73,1.33,1.0,1.38,11,0
4,proxy4,0.77,0.88,0.98,0.77,0.99,0.62,5,0
5,proxy5,1.29,1.25,1.07,1.29,1.0,1.38,11,0
6,proxy6,36.92,1.08,2.94,303.91,5.88,1.25,10,1
7,proxy7,1.0,0.92,1.09,1.0,1.0,1.0,8,0
8,proxy8,0.93,0.84,1.27,0.93,1.0,1.12,9,0
9,proxy9,33.6,1.21,3.98,297.32,4.44,2.38,19,1
10,proxy10,0.77,1.06,0.73,0.77,1.0,1.0,8,0
