id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.25,0.96,1.21,1.25,1.0,1.08,14,0
2,proxy2,1.04,0.88,0.7,1.04,1.0,1.0,13,0
3,proxy3,0.6,0.85,1.05,0.6,0.98,0.54,7,0
4,proxy4,1.61,1.0,1.17,1.61,1.01,1.31,17,0
5,proxy5,0.95,0.87,0.83,0.95,0.98,0.77,10,0
6,proxy6,0.53,1.39,1.1,0.53,0.98,0.62,8,0
7,proxy7,1.38,1.09,1.18,1.38,1.01,1.08,14,0
8,proxy8,1.0,0.89,1.0,1.0,0.99,0.85,11,0
9,proxy9,27.74,1.35,4.09,210.0,4.82,1.54,20,1
10,proxy10,0.89,1.02,0.68,0.89,1.0,1.15,15,0
11,proxy11,0.9,0.84,0.68,0.9,1.0,1.0,13,0
12,proxy12,1.68,1.37,1.0,1.68,1.02,1.38,18,0
13,proxy13,0.78,1.02,0.75,0.78,1.0,0.92,12,0
14,proxy14,1.24,1.0,0.99,1.24,1.0,1.08,14,0
15,proxy15,27.85,1.44,4.0,189.92,4.17,1.08,14,1
