id,proxyname,SEND_KILOBYTES,DISK_LOAD,CPU_LOAD,RECEIVE_KILOBYTES,MEM_LOAD,DISK_LOAD_COUNT,UserNum,BeingAttack
1,proxy1,3.96,12.900940100339394,16.747570814674436,0.3960000000000001,12.0,12,12,0
2,proxy2,4.92,18.810154181550768,25.71837588370847,0.492,14.0,18,18,0
3,proxy3,4.250000000000001,27.986716179134206,26.943160581495334,0.42499999999999993,12.4,15,15,0
4,proxy4,6.51,22.110361709006344,20.36635129944753,0.6510000000000002,14.9,21,21,0
5,proxy5,56.251140988719726,28.618263374268036,66.94157079282975,56.48076725589446,63.657985707975776,22,22,1
6,proxy6,3.8400000000000003,27.09539343512504,22.238189752510685,0.38400000000000006,13.8,16,16,0
7,proxy7,4.67,23.40645730581146,10.516667073799654,0.4670000000000001,13.5,16,16,0
8,proxy8,80.48309138234366,27.96273951493915,54.88139668873136,74.3853233748309,58.40978188762476,16,16,1
9,proxy9,3.1099999999999994,28.713670960479956,11.320177606392814,0.311,12.2,13,13,0
10,proxy10,1.52,20.620630675629457,20.627725660214427,0.152,11.2,7,7,0
11,proxy11,2.5900000000000003,16.057001325626718,20.7940493326425,0.259,13.5,12,12,0
12,proxy12,2.7699999999999996,20.63223999666082,21.854273579086986,0.277,13.3,13,13,0
13,proxy13,4.39,10.98997747452941,29.77385643062692,0.43900000000000006,14.0,16,16,0
14,proxy14,2.5,28.010396951438278,28.246944269532015,0.25,11.9,11,11,0
15,proxy15,3.9899999999999993,11.378502614133179,19.48749061148229,0.3990000000000001,14.900000000000002,17,17,0
16,proxy16,3.6599999999999997,22.424529846394368,21.045046963663356,0.366,13.3,14,14,0
17,proxy17,67.566130964144,19.410985115403165,68.6677150066345,62.26578703562517,53.09406224635262,21,21,1
18,proxy18,3.6500000000000004,27.853720537647643,14.939603199353503,0.36500000000000005,13.0,13,13,0
19,proxy19,3.4099999999999997,28.854600682117443,21.665584145059853,0.3410000000000001,14.600000000000001,17,17,0
20,proxy20,76.00786779205367,16.296080992510838,49.487975654238355,74.79229555462194,48.681248375212675,10,10,1
