id,userIP,requestCount,avg_latency,requestPerMinute,connsCount,credit,belong
1,215.198.179.149,6,0.1846271907788316,8,2,3,17
2,205.192.40.208,16,0.37626357681408373,4,4,2,11
3,197.163.215.1,24,0.7799051824467121,1,4,1,12
4,189.219.65.56,15,0.540829785869162,9,4,5,17
5,237.241.194.85,11,0.5851776390260811,8,1,4,6
6,136.160.3.210,8,0.8718534221183034,4,2,4,8
7,132.218.16.77,11,0.8561139512118511,4,1,3,14
8,141.129.246.117,23,0.8556716412437173,8,3,5,1
9,167.165.123.115,37,0.8199384084274214,10,5,3,19
10,141.63.126.168,33,0.7956631590818963,9,1,2,13
11,132.17.34.55,1,0.5672911302130459,4,5,5,19
12,7.151.83.14,21,0.615202231367245,7,4,2,17
13,137.10.39.102,46,0.15659031274778262,2,2,3,4
14,142.214.41.110,47,0.3364461617829644,4,1,4,18
15,12.35.87.33,46,0.30746536221547177,8,1,5,7
16,96.40.63.153,21,0.4217446246718496,2,3,4,6
17,128.125.57.166,28,0.9184069978406371,7,5,4,13
18,137.204.74.6,27,0.22138057976132478,8,3,1,18
19,102.70.3.242,26,0.36564012724367034,1,3,2,2
20,204.144.95.253,23,0.3627177805734483,1,3,4,12
21,34.127.250.137,40,0.5986848701014968,9,0,2,8
22,222.114.225.183,22,0.19401760920075087,5,2,1,12
23,12.140.52.31,10,0.5584503896730696,7,4,2,11
24,146.33.103.14,0,0.7181284929618212,1,4,1,5
25,129.242.30.85,20,0.46437260618376486,7,2,5,13
26,70.179.178.115,12,0.25744687175617087,7,5,3,5
27,106.22.72.113,30,0.683673861215339,3,4,1,18
28,36.124.243.174,22,0.3709100986001077,6,5,1,19
29,93.195.58.61,4,0.5289544584031829,5,4,5,20
30,21.118.121.207,13,0.11864864855449128,8,4,2,5
31,154.203.190.30,39,0.3990387275646602,10,1,1,18
32,148.38.141.2,49,0.9526720406927859,8,4,4,7
33,165.51.103.136,17,0.9543933208392622,1,1,4,20
34,53.35.138.96,40,0.7036554295653608,10,2,2,9
35,181.100.217.214,47,0.4440983131847074,6,5,2,18
36,16.36.191.227,8,0.6528999618750669,8,1,4,8
37,155.21.200.36,41,0.1256321652653297,4,0,4,2
38,20.171.230.6,20,0.9528817439153883,4,3,1,16
39,210.123.81.254,39,0.7666691859862104,2,1,2,14
40,108.159.230.146,20,0.44782107724254605,6,2,2,12
