id,proxyname,SEND_KILOBYTES,DISK_LOAD,CPU_LOAD,RECEIVE_KILOBYTES,MEM_LOAD,DISK_LOAD_COUNT,UserNum,BeingAttack
1,proxy1,3.44,18.137651142078035,11.655031073474456,0.344,12.600000000000001,11,11,0
2,proxy2,1.8599999999999999,26.638644306017994,27.129380178451495,0.186,10.9,6,6,0
3,proxy3,5.290000000000001,17.429622896347315,13.104314408864568,0.5290000000000001,14.7,16,16,0
4,proxy4,2.06,28.98964424816253,14.72569020111018,0.20600000000000002,12.1,8,8,0
5,proxy5,3.0099999999999993,25.794556663639693,24.899184899138252,0.30100000000000005,11.4,10,10,0
6,proxy6,4.0600000000000005,16.665077514548717,27.59647748692512,0.4059999999999999,13.8,15,15,0
7,proxy7,3.0599999999999996,11.0877199499215,28.747647618503745,0.30600000000000005,12.4,13,13,0
8,proxy8,2.1000000000000005,13.056811183443946,28.863350423153562,0.21000000000000002,11.5,9,9,0
9,proxy9,2.99,18.301527330838717,25.67492003665509,0.29900000000000004,13.3,15,15,0
10,proxy10,3.7000000000000006,22.46251730275905,15.758998152203016,0.37000000000000005,15.3,19,19,0
11,proxy11,5.49,15.27400134388057,45.15227542273155,0.339,40.220330502867284,113,13,1
12,proxy12,133.38751663294758,23.768842908369248,96.35276267903916,128.8610422192878,100,113,13,1
13,proxy13,2.17,12.168857426795984,22.28590275195097,0.217,11.9,7,7,0
14,proxy14,3.86,12.573222852748849,19.10700156145889,0.38600000000000007,14.0,17,17,0
15,proxy15,76.39640480307719,13.824573256470796,52.62260321987283,55.001088164851794,51.471460119740655,18,18,1
16,proxy16,3.83,28.4219176054424,18.157632808897098,0.38299999999999995,14.0,17,17,0
17,proxy17,3.7900000000000005,24.697002455611752,19.875874077106243,0.379,13.7,12,12,0
18,proxy18,2.76,25.25454009591228,13.335102392481735,0.276,12.1,8,8,0
19,proxy19,5.259999999999999,17.811254258340877,26.569124431918024,0.526,15.1,18,18,0
20,proxy20,3.4600000000000004,15.495507538346024,25.385994373711267,0.3460000000000001,13.2,17,17,0
21,proxy21,3.9800000000000004,29.492553510348163,19.241447188079185,0.3980000000000001,14.7,17,17,0
22,proxy22,3.16,19.62655798511456,14.428784552624556,0.31600000000000006,12.7,12,12,0
23,proxy23,4.35,22.706625921398324,12.522803326514149,0.43500000000000005,14.100000000000001,14,14,0
24,proxy24,3.4,25.547392134263823,29.888157579521778,0.34,13.2,15,15,0
25,proxy25,2.51,10.76314721210466,10.884045561640905,0.251,12.2,10,10,0
26,proxy26,68.6247554177523,16.23957420579493,59.13877629748925,56.91708822184305,61.104462942313766,9,9,1
27,proxy27,3.2699999999999996,25.142632241521422,20.07055666058788,0.327,12.3,11,11,0
28,proxy28,2.28,29.138339124492763,28.328409674491347,0.228,12.1,11,11,0
29,proxy29,4.440000000000001,12.973251749351363,18.412084933518127,0.444,14.5,23,23,0
30,proxy30,8.4,17.346874115853566,57.31307075333639,0.4000000000000001,36.26713253627277,116,16,1
