id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.94,0.66,1.27,0.94,1.0,1.04,13,0
2,proxy2,0.8,1.13,0.78,0.8,1.0,0.8,10,0
3,proxy3,1.15,0.97,0.91,1.15,1.0,0.88,11,0
4,proxy4,0.89,0.77,1.19,0.89,0.99,0.64,8,0
5,proxy5,0.74,1.06,1.2,0.74,0.99,0.56,7,0
6,proxy6,22.44,1.18,3.59,205.56,4.85,1.36,17,1
7,proxy7,1.66,1.03,1.24,1.66,1.0,1.36,17,0
8,proxy8,0.9,1.02,1.38,0.9,1.0,0.88,11,0
9,proxy9,1.02,0.87,0.72,1.02,1.0,0.96,12,0
10,proxy10,1.52,0.98,0.75,1.52,1.01,1.36,17,0
11,proxy11,1.46,0.9,0.81,1.46,1.0,1.04,13,0
12,proxy12,0.5,0.72,1.14,0.5,0.99,0.72,9,0
13,proxy13,2.36,1.14,0.98,2.36,1.02,1.84,23,0
14,proxy14,1.99,1.16,0.73,1.99,1.01,1.44,18,0
15,proxy15,0.98,1.17,1.02,0.98,1.01,1.12,14,0
