id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.8,1.25,0.8,0.8,1.0,1.0,16,0
2,proxy2,1.29,0.83,1.36,1.29,1.02,1.62,26,0
3,proxy3,17.68,0.87,3.92,124.02,4.6,1.44,23,1
4,proxy4,12.29,0.93,4.32,152.45,5.6,1.62,26,1
5,proxy5,0.84,1.0,1.0,0.84,1.0,0.94,15,0
6,proxy6,16.12,0.82,4.91,114.69,5.69,1.31,21,1
7,proxy7,1.13,0.82,1.38,1.13,1.0,1.25,20,0
8,proxy8,0.52,1.07,0.99,0.52,0.99,0.94,15,0
9,proxy9,1.01,1.41,1.21,1.01,1.0,1.38,22,0
10,proxy10,1.0,0.76,0.88,1.0,1.0,1.0,16,0
