id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.22,0.68,0.68,1.22,0.99,1.15,15,0
2,proxy2,1.04,0.62,1.1,1.04,1.01,1.15,15,0
3,proxy3,0.89,1.18,0.9,0.89,0.99,0.69,9,0
4,proxy4,0.66,1.03,1.15,0.66,0.99,0.77,10,0
5,proxy5,1.3,1.16,0.7,1.3,1.0,1.15,15,0
6,proxy6,1.05,0.65,1.34,1.05,1.01,1.23,16,0
7,proxy7,1.07,0.87,0.97,1.07,1.0,1.0,13,0
8,proxy8,0.98,0.78,0.69,0.98,1.0,1.0,13,0
9,proxy9,1.32,1.21,1.16,1.32,1.02,1.62,21,0
10,proxy10,1.02,0.97,1.03,1.02,1.0,1.08,14,0
11,proxy11,0.92,0.71,1.32,0.92,1.0,1.0,13,0
12,proxy12,0.91,1.04,0.93,0.91,1.0,1.0,13,0
13,proxy13,0.5,1.16,1.13,0.5,0.99,0.77,10,0
14,proxy14,21.25,1.01,3.66,155.79,5.73,0.92,12,1
15,proxy15,0.54,1.22,0.81,0.54,1.0,0.85,11,0
