id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.03,0.91,1.39,1.03,1.04,1.24,23,0
2,proxy2,1.05,0.82,1.19,1.05,0.99,0.86,16,0
3,proxy3,14.86,1.26,3.58,140.91,5.74,1.3,24,1
4,proxy4,16.01,1.39,3.74,115.3,4.98,0.81,15,1
5,proxy5,0.97,1.46,0.8,0.97,1.0,0.97,18,0
6,proxy6,1.27,1.34,1.02,1.27,1.02,1.41,26,0
7,proxy7,0.73,0.89,0.98,0.73,0.99,0.76,14,0
8,proxy8,0.74,1.09,0.78,0.74,1.0,1.03,19,0
9,proxy9,12.07,0.86,3.52,147.4,4.31,1.3,24,1
10,proxy10,11.26,0.97,3.93,130.39,4.26,1.14,21,1
