id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.46,1.05,1.39,1.16,1.68,1.38,22,0
2,proxy2,0.68,1.27,0.49,0.94,0.51,0.62,19,0
3,proxy3,0.97,1.08,0.72,1.34,0.52,0.79,24,0
4,proxy4,2.16,0.93,2.55,1.28,2.6,2.07,23,0
5,proxy5,0.74,1.23,0.79,1.01,0.51,0.56,17,0
6,proxy6,1.19,1.03,1.52,0.96,1.48,1.21,17,0
7,proxy7,1.25,0.83,1.21,0.99,1.62,1.34,21,0
8,proxy8,0.67,0.97,0.58,0.93,0.51,0.59,18,0
9,proxy9,0.81,0.81,0.68,1.12,0.51,0.66,20,0
10,proxy10,1.03,0.78,1.63,0.83,1.92,1.28,19,0
