id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.74,1.43,1.27,0.77,1.0,0.86,6,0
2,proxy2,1.3,1.31,0.76,1.36,1.0,1.0,7,0
3,proxy3,0.59,1.43,0.71,0.62,1.0,0.57,4,0
4,proxy4,1.5,1.19,1.33,1.57,1.01,1.29,9,0
5,proxy5,1.81,1.45,0.89,1.9,1.0,1.29,9,0
6,proxy6,25.15,1.0,4.68,1.7,6.55,4.57,12,0
7,proxy7,1.13,0.91,1.0,1.19,0.99,0.86,6,0
8,proxy8,1.09,0.83,1.34,1.15,1.01,1.43,10,0
9,proxy9,1.0,0.92,1.27,1.05,1.0,0.71,5,0
10,proxy10,0.86,1.41,0.87,0.91,1.0,0.71,5,0
11,proxy11,0.91,0.94,0.8,0.96,1.0,1.0,7,0
12,proxy12,0.61,1.0,0.87,0.64,0.99,0.57,4,0
13,proxy13,24.9,0.96,5.64,0.82,9.38,3.57,5,0
14,proxy14,0.95,1.45,0.98,1.0,1.0,1.0,7,0
15,proxy15,0.66,0.98,1.09,0.69,1.0,0.57,4,0
