id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.34,1.09,0.82,1.68,1.02,1.58,34,0
2,proxy2,1.2,0.99,0.65,1.49,1.0,1.02,22,0
3,proxy3,1.31,0.58,1.59,1.22,2.73,1.91,21,0
4,proxy4,1.88,1.01,2.29,1.45,2.9,2.14,26,0
5,proxy5,0.73,1.08,1.04,0.92,1.0,0.93,20,0
6,proxy6,0.87,0.87,0.96,1.08,1.0,0.98,21,0
7,proxy7,0.56,0.92,1.05,0.7,0.98,0.7,15,0
8,proxy8,0.37,1.08,0.93,0.46,0.96,0.42,9,0
9,proxy9,1.13,1.14,1.56,0.83,3.49,1.77,18,0
10,proxy10,0.57,0.6,0.7,0.71,0.98,0.65,14,0
