id,proxyname,SEND_KILOBYTES,DISK_LOAD,CPU_LOAD,RECEIVE_KILOBYTES,MEM_LOAD,DISK_LOAD_COUNT,UserNum,BeingAttack
1,proxy1,2.22,21.208780663532703,17.799172489840632,0.22200000000000003,12.7,10,10,0
2,proxy2,1.8,25.87081590328414,15.140242086184506,0.18000000000000002,12.4,9,9,0
3,proxy3,1.17,23.293609294051794,12.457867712435409,0.11699999999999999,10.9,4,4,0
4,proxy4,1.4700000000000002,17.90007470063972,16.714147051553372,0.14700000000000002,11.3,6,6,0
5,proxy5,2.47,10.154788608952865,14.040667286022915,0.247,11.9,7,7,0
6,proxy6,0.8,28.78774867087561,11.090006359471408,0.08,11.5,5,5,0
7,proxy7,1.26,20.991675150473636,13.141670946507494,0.126,12.5,7,7,0
8,proxy8,16.76,22.1785209920096,16.246757690839498,1.676,11.2,4,4,1
9,proxy9,11.110000000000001,21.867217424261433,22.275875363318917,1.111,11.3,4,4,1
10,proxy10,1.08,17.158432274462108,29.660632231387126,0.10800000000000001,11.7,6,6,0
11,proxy11,1.9400000000000002,22.398154612729435,17.001136430463152,0.194,11.6,7,7,0
12,proxy12,16.99,29.339393728882037,18.69323206549641,1.699,11.2,5,5,1
13,proxy13,1.99,29.611558450555737,20.227766058339878,0.199,12.3,7,7,0
14,proxy14,1.35,18.253095025441844,20.4345363804011,0.135,11.6,5,5,0
15,proxy15,17.669999999999998,17.779096679998613,28.061548799490524,1.7670000000000001,12.4,8,8,1
16,proxy16,13.27,13.700221884044543,20.237885706964402,1.3269999999999997,13.7,11,11,1
17,proxy17,1.9700000000000002,24.37303081863661,10.820005197916212,0.197,11.9,7,7,0
18,proxy18,0.74,29.08183482281216,19.62772267268656,0.074,10.5,3,3,0
19,proxy19,1.12,22.137785434572375,19.519628971100794,0.11200000000000002,10.9,4,4,0
20,proxy20,1.6900000000000004,17.7541353042615,16.0466578367667,0.169,12.2,7,7,0
21,proxy21,0.54,14.226938478469991,17.742719024354855,0.054000000000000006,10.7,3,3,0
22,proxy22,13.450000000000001,27.291139534698228,13.784572449024836,1.345,12.3,8,8,1
23,proxy23,2.27,27.78034368758653,14.355269963933166,0.227,13.0,10,10,0
24,proxy24,1.8199999999999998,11.151362262258356,22.524855670200285,0.18200000000000002,11.5,6,6,0
25,proxy25,1.58,29.532771582432915,27.90423636248278,0.15800000000000003,11.2,8,8,0
26,proxy26,1.75,23.57343582296544,29.95532235692068,0.17500000000000004,13.0,8,8,0
27,proxy27,1.75,19.801527853941028,10.609576427019691,0.17500000000000002,11.8,7,7,0
28,proxy28,1.97,27.97524827506165,15.31995639422189,0.19699999999999998,11.6,7,7,0
29,proxy29,13.610000000000001,27.430571703431543,29.944261661257215,1.3609999999999998,13.5,10,10,1
30,proxy30,1.9700000000000002,26.91376491694196,19.922757455807016,0.197,11.9,7,7,0
