id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.2,0.93,1.38,1.2,1.0,1.06,28,0
2,proxy2,1.38,1.12,1.0,1.38,1.04,1.4,37,0
3,proxy3,3.58,1.04,0.98,3.58,0.97,0.68,18,1
4,proxy4,3.05,1.04,1.35,3.05,0.98,0.75,20,1
5,proxy5,0.64,0.77,0.84,0.64,0.97,0.68,18,0
6,proxy6,3.25,1.21,0.97,3.25,0.99,0.75,20,1
7,proxy7,1.03,0.66,0.91,1.03,1.02,1.09,29,0
8,proxy8,1.52,0.84,1.0,1.52,1.03,1.43,38,0
9,proxy9,0.95,0.73,1.08,0.95,0.98,0.87,23,0
10,proxy10,0.85,1.09,1.05,0.85,0.99,0.94,25,0
11,proxy11,1.08,1.09,0.96,1.08,1.0,0.98,26,0
12,proxy12,2.66,0.63,0.77,2.66,1.02,1.25,33,1
13,proxy13,2.75,0.81,0.93,2.75,0.99,0.72,19,1
14,proxy14,3.82,1.06,1.14,3.82,0.99,0.79,21,1
15,proxy15,0.97,1.15,1.02,0.97,1.01,1.02,27,0
16,proxy16,0.78,1.07,1.36,0.78,1.0,0.91,24,0
17,proxy17,2.53,1.21,1.21,2.53,0.98,0.79,21,1
18,proxy18,6.26,0.71,1.16,6.26,0.98,0.91,24,1
19,proxy19,1.03,0.76,0.88,1.03,1.01,1.09,29,0
20,proxy20,0.76,1.12,0.9,0.76,0.98,0.75,20,0
