id,userIP,requestCount,avg_latency,requestPerMinute,connsCount,credit,belong
1,92.234.220.1,47,0.44464046680638003,9,5,1,3
2,216.168.55.94,2,0.90852995883395,4,1,2,2
3,96.175.176.64,4,0.16141281041066843,4,0,5,5
4,152.79.245.105,14,0.23136101687352795,1,3,7,3
5,46.174.9.83,2,0.4256451748747906,4,5,4,1
6,166.9.171.163,30,0.1854751962834872,5,5,7,4
7,220.97.240.83,10,0.10908430675253344,9,4,6,4
8,92.247.169.176,31,0.1834907252341061,8,5,4,3
9,216.169.10.71,19,0.5688873487132298,1,0,2,1
10,99.93.78.132,34,0.3657266644705077,2,2,3,5
11,137.144.206.83,12,0.37008227324550613,8,1,2,4
12,87.242.165.79,22,0.2812251590359695,8,4,8,5
13,254.178.206.150,3,0.9209898365832343,2,5,8,3
14,7.171.173.49,27,0.10730353783861243,6,4,7,3
15,164.200.196.102,39,0.1265081952399661,8,2,7,5
16,119.208.151.115,15,0.8473233407695827,1,5,8,4
17,18.154.130.86,45,0.9268469324770205,9,3,7,2
18,43.71.199.174,7,0.8392682581355098,5,3,7,2
19,198.105.199.84,48,0.7179485549250321,3,5,1,5
20,235.130.35.152,42,0.420609130022528,9,3,5,1
21,212.189.192.41,34,0.3627413454383527,3,0,8,3
22,236.164.76.167,49,0.21420628488382804,5,3,3,4
23,73.124.74.189,11,0.9583438645293066,1,0,1,1
24,129.77.255.161,36,0.30690542563399914,3,5,1,4
25,169.58.68.6,30,0.7508540240003265,3,3,6,2
26,84.73.216.177,30,0.8685347953154735,10,0,4,2
27,32.100.149.118,20,0.7843091737319784,10,3,3,3
28,39.204.123.231,24,0.8915687733280645,4,0,7,5
29,40.237.238.254,42,0.6232082216485375,8,3,3,4
30,54.102.141.193,50,0.42654891355011393,4,5,8,5
31,125.213.229.181,42,0.771960789273784,7,4,2,1
32,91.82.123.89,38,0.5058829479339487,2,0,7,1
33,82.157.23.152,31,0.4699067023250373,10,3,5,1
34,91.193.159.8,5,0.46108050912281207,6,0,7,2
35,239.66.152.223,1,0.3076535124973722,9,3,8,1
36,225.57.6.62,41,0.9707320414819163,5,2,7,5
37,6.140.100.173,35,0.342565564319675,1,3,6,3
38,162.137.34.215,22,0.4718225675648613,8,2,7,1
39,140.114.75.131,14,0.9717226104452736,8,1,6,2
40,94.72.53.2,12,0.9394071912958212,9,2,5,2
41,8.195.179.251,6,0.968835552085635,10,5,1,1
42,46.72.46.64,26,0.11392144250286163,3,0,7,2
43,209.185.253.185,0,0.34806472955105416,2,0,4,3
44,74.113.214.132,35,0.2518455815435116,2,0,7,1
45,184.225.5.185,11,0.5715100252934432,6,2,4,2
46,102.89.230.16,36,0.2328723780563634,9,2,4,5
47,52.124.198.124,21,0.8755640582343215,1,2,5,4
48,201.88.209.152,19,0.32761480988930797,10,4,8,5
49,43.198.191.163,10,0.46934769067982274,7,1,5,2
50,20.97.202.234,28,0.8938489321217198,2,2,2,4
51,58.28.212.106,49,0.49875036278854934,7,1,5,2
52,216.218.105.251,33,0.27444816764314006,2,1,8,2
53,211.213.125.208,8,0.9785168756005687,1,5,4,3
54,226.132.234.180,40,0.49967320556671957,7,5,3,5
55,192.178.131.176,7,0.2850380152361896,7,1,1,4
56,237.45.28.136,33,0.9653371443297468,9,1,6,5
57,156.139.230.67,29,0.9769574262205609,10,5,3,3
58,250.76.67.186,8,0.8002414071718248,4,2,4,2
59,123.58.134.233,23,0.784037941582585,7,1,1,4
60,177.206.69.55,26,0.737833282149393,7,5,5,3
61,30.164.93.171,4,0.3079099899615275,10,3,2,2
62,232.157.117.129,32,0.5293672843669959,3,2,5,5
63,222.86.224.2,33,0.9064817048354848,1,2,3,1
64,33.66.168.145,20,0.618636726716587,7,5,5,5
65,218.6.194.190,12,0.8694779789663369,6,2,5,2
66,253.208.168.126,32,0.4851185141337848,10,5,7,4
67,42.218.117.172,32,0.7082028480587049,10,0,3,2
68,13.68.63.188,40,0.33994111393118476,8,5,7,2
69,205.150.97.150,39,0.5627626480917858,1,2,4,2
70,224.105.139.192,19,0.21086612805265267,6,1,6,4
71,42.130.13.38,43,0.6941265521673827,3,0,8,5
72,181.235.165.161,24,0.9421207281983633,3,2,7,4
73,40.153.1.250,33,4.136001495868321,5,6,0,2
74,232.196.61.146,23,0.4822333272701723,9,3,7,4
75,142.68.197.126,5,0.7024526931588295,10,4,2,3
76,202.218.200.48,40,0.6495955917876998,10,3,7,5
77,232.48.242.252,28,0.14055418958619645,1,1,6,5
78,99.213.219.182,24,0.6710344336186268,2,4,4,4
79,127.5.236.22,18,0.8594705385325868,1,0,5,1
80,88.111.251.250,8,0.9610421828060178,5,3,3,2
81,154.178.121.198,37,0.9934684276136041,6,0,6,1
82,238.112.225.168,30,0.6586709953371583,9,5,5,1
83,212.200.148.149,16,0.18240553254826408,3,5,8,5
84,179.238.215.135,29,0.5375692272396309,6,1,7,4
85,173.101.157.245,32,0.9342710642852681,8,4,8,5
86,1.133.25.29,36,0.8779588250111687,7,0,8,4
87,176.15.254.137,49,0.4724217993893821,2,2,1,5
88,219.203.104.100,49,0.917908496124879,6,1,4,2
89,217.99.47.117,7,0.15355657827084385,9,1,4,5
90,85.212.101.69,42,0.1683394003347583,2,4,4,1
91,46.33.164.176,50,0.8911900575914732,10,3,1,2
92,27.28.200.129,48,0.9279599471623459,8,0,8,4
93,130.212.188.164,22,0.7688009216706096,10,2,8,1
94,105.36.133.94,11,0.2730017868261523,9,5,8,4
95,91.53.38.46,35,0.8078589766403492,2,3,3,3
96,20.98.166.243,45,0.40634001381490314,10,5,3,3
97,217.222.225.8,9,0.9061866125853961,6,5,2,2
98,94.190.136.224,31,0.49791413272193397,1,4,2,1
99,212.184.96.94,38,0.5751587553633807,3,3,2,2
100,51.243.206.99,23,0.8929678101889255,5,3,6,2
