id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.0,1.02,1.15,1.0,0.99,1.0,5,0
2,proxy2,0.35,1.0,1.16,0.35,0.99,0.6,3,0
3,proxy3,11.32,1.02,0.86,11.32,1.0,1.4,7,1
4,proxy4,11.91,0.61,1.02,11.91,1.02,2.0,10,1
5,proxy5,0.49,0.8,0.88,0.49,1.01,1.0,5,0
6,proxy6,6.37,0.91,0.72,6.37,1.0,1.2,6,1
7,proxy7,1.26,0.63,0.76,1.26,1.01,2.0,10,0
8,proxy8,0.55,1.05,1.0,0.55,1.0,0.8,4,0
9,proxy9,1.31,0.98,0.63,1.31,0.99,1.6,8,0
10,proxy10,39.42,0.71,2.83,397.01,5.24,1.4,7,1
11,proxy11,1.26,1.02,1.1,1.26,1.01,1.8,9,0
12,proxy12,1.0,0.89,0.67,1.0,1.0,1.6,8,0
13,proxy13,0.76,0.73,1.15,0.76,1.0,1.0,5,0
14,proxy14,1.26,1.07,1.08,1.26,1.0,1.6,8,0
15,proxy15,0.76,1.02,0.97,0.76,1.0,1.0,5,0
