id,proxyname,SEND_KILOBYTES,DISK_LOAD,CPU_LOAD,RECEIVE_KILOBYTES,MEM_LOAD,DISK_LOAD_COUNT,UserNum,BeingAttack
1,proxy1,3.38,24.413548337583,21.259899276616945,0.3380000000000001,13.9,16,16,0
2,proxy2,1.5400000000000003,15.586176468757978,25.733475549425336,0.15400000000000003,12.2,9,9,0
3,proxy3,69.61124255306564,18.57847163441543,61.118181212939604,66.6773567620528,44.147628950954285,15,15,1
4,proxy4,4.769999999999999,13.937809291967401,26.221623542758376,0.47700000000000004,15.3,23,23,0
5,proxy5,61.24109640872914,14.18896328627694,49.71138876728317,78.91855023188737,60.789669495622746,18,18,1
6,proxy6,7.369999999999999,24.47237810893589,25.461154252297177,0.7370000000000002,17.9,31,31,0
7,proxy7,3.6,14.036359220957014,22.90252646527047,0.36000000000000004,12.9,13,13,0
8,proxy8,3.8,18.69237794121021,26.976908153024866,0.38000000000000006,13.8,17,17,0
9,proxy9,1.8100000000000003,27.314938053647356,24.27661336239894,0.18100000000000002,13.200000000000001,12,12,0
10,proxy10,55.1638810780555,27.995155615808457,76.46180554183071,67.42765743428124,50.59918752922354,16,16,1
11,proxy11,3.62,21.68727949910956,24.322905228893855,0.36200000000000004,14.100000000000001,15,15,0
12,proxy12,76.26063273229508,21.10512260929397,57.864674191512194,78.66072051536435,58.46109424808706,11,11,1
13,proxy13,3.7899999999999996,21.007579852269533,25.633044708211745,0.379,14.600000000000001,14,14,0
14,proxy14,68.12747819813055,16.2416490015011,67.14174698345096,66.27121021631132,50.84272594038137,22,22,1
15,proxy15,2.4800000000000004,24.16182648639409,13.461948052779587,0.24800000000000005,12.7,10,10,0
16,proxy16,2.4399999999999995,11.278301385504546,19.060203339401863,0.24400000000000002,12.8,11,11,0
17,proxy17,4.03,25.924326723171184,13.453680825282284,0.403,13.3,15,15,0
18,proxy18,71.0012179010393,29.66015727475621,44.68240497815165,74.85668831104222,50.1367912127824,22,22,1
19,proxy19,5.6,14.829507621545353,19.073878114242767,0.56,13.7,20,20,0
20,proxy20,5.680000000000001,17.97085873953844,27.35512700785525,0.5680000000000001,17.200000000000003,25,25,0
21,proxy21,3.9800000000000004,12.865759804550745,20.86326282396258,0.398,13.100000000000001,13,13,0
22,proxy22,4.340000000000001,26.235383047009176,12.132548956805607,0.4340000000000001,14.4,20,20,0
23,proxy23,65.1804807735024,21.050397820215007,48.66775397256728,78.89126246995993,49.54007655285082,15,15,1
24,proxy24,4.03,21.672437833063533,25.606635352657108,0.4030000000000001,14.9,17,17,0
25,proxy25,6.830000000000002,12.748431158079514,11.950931941486768,0.6830000000000002,15.7,23,23,0
26,proxy26,3.97,24.016387363658616,20.885094533304663,0.39699999999999996,13.5,14,14,0
27,proxy27,2.6500000000000004,19.31870621869104,26.633130349218387,0.265,12.600000000000001,11,11,0
28,proxy28,3.669999999999999,19.150233784140596,19.87313776886055,0.3670000000000001,14.600000000000001,17,17,0
29,proxy29,53.094039641773804,19.727327717074413,59.88441231707888,72.33476605377543,60.63102132693622,13,13,1
30,proxy30,6.080000000000001,27.42924706562083,17.727861003336713,0.6080000000000003,16.5,22,22,0
