id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.69,0.79,1.23,1.69,1.02,1.5,15,0
2,proxy2,1.34,0.95,0.84,1.34,1.02,1.1,11,0
3,proxy3,29.83,0.77,4.22,313.41,5.87,0.9,9,1
4,proxy4,0.82,1.14,1.41,0.82,1.0,0.9,9,0
5,proxy5,1.0,1.08,0.79,1.0,1.02,1.1,11,0
6,proxy6,32.22,1.1,3.42,261.76,4.35,1.1,11,1
7,proxy7,1.14,1.0,0.86,1.14,1.0,1.0,10,0
8,proxy8,0.78,0.96,1.07,0.78,0.99,0.7,7,0
9,proxy9,31.3,0.74,4.02,287.48,4.74,0.9,9,1
10,proxy10,0.88,1.17,1.0,0.88,1.0,0.8,8,0
