id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.81,0.96,1.12,0.93,0.98,0.83,17,0
2,proxy2,2.25,0.75,3.54,1.19,3.78,3.02,22,0
3,proxy3,1.6,1.28,0.79,1.84,1.02,1.32,27,0
4,proxy4,1.38,1.13,2.1,0.96,3.49,1.76,16,0
5,proxy5,1.1,1.26,0.74,1.27,1.02,1.37,28,0
6,proxy6,0.82,0.92,0.72,0.95,1.0,0.83,17,0
7,proxy7,1.23,1.01,0.71,1.42,1.0,1.02,21,0
8,proxy8,0.84,1.43,1.13,0.97,0.99,0.78,16,0
9,proxy9,0.64,0.93,1.0,0.74,0.99,0.78,16,0
10,proxy10,0.9,0.99,1.0,1.03,0.98,0.98,20,0
