id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,19.3,0.74,6.34,1.18,7.56,3.75,10,0
2,proxy2,0.73,0.7,1.14,0.78,1.0,0.88,7,0
3,proxy3,1.14,1.13,1.1,1.2,1.01,1.38,11,0
4,proxy4,1.14,0.79,0.82,1.2,1.0,1.38,11,0
5,proxy5,1.39,0.99,0.75,1.47,1.01,1.38,11,0
6,proxy6,18.89,0.99,4.49,0.75,8.4,3.25,6,0
7,proxy7,36.23,0.87,10.38,0.9,17.72,5.75,6,0
8,proxy8,1.69,0.67,1.09,1.79,1.01,1.5,12,0
9,proxy9,0.87,0.81,0.66,0.93,0.99,0.88,7,0
10,proxy10,0.96,1.02,0.62,1.02,0.99,0.75,6,0
11,proxy11,0.61,0.99,0.88,0.65,1.0,1.0,8,0
12,proxy12,0.58,1.04,0.79,0.62,0.99,0.38,3,0
13,proxy13,2.26,1.24,0.75,2.4,1.02,1.88,15,0
14,proxy14,0.38,0.75,0.81,0.41,0.99,0.38,3,0
15,proxy15,1.15,0.99,1.03,1.22,1.01,1.25,10,0
16,proxy16,24.29,1.12,4.02,1.27,6.65,3.62,9,0
17,proxy17,0.93,1.08,0.69,0.98,0.99,0.75,6,0
18,proxy18,0.53,1.11,0.82,0.56,0.99,0.5,4,0
19,proxy19,1.0,1.12,1.01,1.06,1.0,1.0,8,0
20,proxy20,0.98,1.05,0.97,1.04,1.0,0.88,7,0
21,proxy21,0.96,1.02,0.82,1.02,1.01,1.25,10,0
22,proxy22,0.76,0.94,0.71,0.8,1.0,0.88,7,0
23,proxy23,0.28,1.23,1.03,0.3,0.99,0.38,3,0
24,proxy24,0.7,0.68,0.65,0.74,1.0,1.0,8,0
25,proxy25,1.56,1.15,6.31,1.66,8.7,4.0,12,0
26,proxy26,0.55,0.87,0.83,0.58,0.99,0.88,7,0
27,proxy27,0.71,0.87,1.05,0.76,0.99,0.75,6,0
28,proxy28,0.71,1.07,0.87,0.75,0.99,0.75,6,0
29,proxy29,0.82,1.1,0.79,0.87,0.99,0.75,6,0
30,proxy30,1.12,0.71,1.02,1.18,1.0,1.12,9,0
31,proxy31,17.03,1.3,3.79,0.86,9.38,3.38,7,0
32,proxy32,1.3,1.01,1.0,1.38,1.01,1.38,11,0
33,proxy33,1.1,1.02,1.08,1.16,1.0,0.88,7,0
34,proxy34,25.4,0.83,6.69,0.88,8.19,3.5,8,0
35,proxy35,0.73,0.77,1.06,0.77,0.99,0.62,5,0
36,proxy36,1.2,1.06,0.9,1.27,1.01,1.25,10,0
37,proxy37,0.04,0.96,0.81,0.04,0.98,0.25,2,0
38,proxy38,0.83,0.97,0.87,0.88,1.01,1.12,9,0
39,proxy39,1.16,1.29,1.15,1.23,1.01,1.25,10,0
40,proxy40,11.54,0.88,4.61,0.77,10.71,3.25,6,0
41,proxy41,1.23,1.26,1.02,1.3,1.0,1.12,9,0
42,proxy42,0.89,0.84,0.99,0.94,1.01,1.25,10,0
43,proxy43,25.4,0.83,6.75,0.88,6.13,3.25,6,0
44,proxy44,0.57,1.08,1.0,0.6,0.98,0.5,4,0
45,proxy45,0.91,1.25,0.77,0.96,1.0,1.0,8,0
46,proxy46,0.87,1.05,0.92,0.93,0.99,0.75,6,0
47,proxy47,1.23,0.92,1.04,1.31,1.0,1.38,11,0
48,proxy48,1.31,1.05,0.8,1.39,1.01,1.25,10,0
49,proxy49,0.93,1.12,1.06,0.99,1.0,0.75,6,0
50,proxy50,1.21,0.98,1.05,1.29,1.02,1.38,11,0
51,proxy51,0.91,0.98,0.72,0.97,1.0,0.75,6,0
52,proxy52,1.32,1.06,0.72,1.4,1.01,1.25,10,0
53,proxy53,0.79,1.3,0.83,0.84,1.0,0.75,6,0
54,proxy54,0.89,0.85,1.16,0.94,1.0,1.25,10,0
55,proxy55,1.11,0.88,0.82,1.18,1.0,0.88,7,0
56,proxy56,0.77,1.29,1.06,0.81,0.98,0.62,5,0
57,proxy57,0.22,0.96,0.74,0.23,0.98,0.25,2,0
58,proxy58,1.41,1.09,1.05,1.49,1.01,1.25,10,0
59,proxy59,1.57,0.94,1.0,1.66,1.0,1.5,12,0
60,proxy60,1.28,0.87,1.04,1.36,1.0,1.12,9,0
61,proxy61,1.2,0.85,1.15,1.28,0.99,1.0,8,0
62,proxy62,1.07,1.16,0.84,1.14,1.0,0.88,7,0
63,proxy63,0.95,1.29,0.84,1.01,1.0,1.12,9,0
64,proxy64,0.89,1.02,1.06,0.95,1.01,1.12,9,0
65,proxy65,0.96,1.09,0.7,1.02,1.0,1.0,8,0
66,proxy66,1.02,1.14,1.15,1.08,1.02,1.5,12,0
67,proxy67,1.38,1.03,1.07,1.46,1.01,1.5,12,0
68,proxy68,1.1,0.85,0.94,1.17,1.0,1.0,8,0
69,proxy69,1.35,0.9,1.02,1.43,1.01,1.25,10,0
70,proxy70,0.81,1.3,1.15,0.86,0.99,0.88,7,0
71,proxy71,0.9,1.0,1.05,0.96,1.0,1.12,9,0
72,proxy72,0.87,1.02,1.07,0.92,1.0,1.12,9,0
73,proxy73,0.91,0.95,0.79,0.96,1.0,1.0,8,0
74,proxy74,0.73,1.29,0.66,0.78,0.99,0.75,6,0
75,proxy75,1.17,1.3,0.76,1.24,1.0,1.25,10,0
76,proxy76,1.07,0.9,0.63,1.13,1.0,0.75,6,0
77,proxy77,0.81,0.71,1.15,0.86,0.99,1.12,9,0
78,proxy78,1.13,0.68,0.82,1.2,1.0,1.12,9,0
79,proxy79,1.14,1.25,1.11,1.21,1.0,0.88,7,0
80,proxy80,1.26,1.0,0.89,1.34,1.0,1.38,11,0
81,proxy81,22.91,0.82,5.54,1.36,9.13,3.75,10,0
82,proxy82,2.23,1.02,1.14,2.36,1.02,1.75,14,0
83,proxy83,1.51,0.66,1.19,1.6,1.0,1.38,11,0
84,proxy84,1.85,0.8,0.67,1.96,1.02,1.75,14,0
85,proxy85,0.77,1.24,1.06,0.81,1.01,1.0,8,0
86,proxy86,0.14,1.22,0.88,0.15,0.99,0.5,4,0
87,proxy87,1.03,1.24,0.87,1.09,0.99,1.0,8,0
88,proxy88,1.12,1.25,0.75,1.19,1.0,1.0,8,0
89,proxy89,0.06,0.87,0.91,0.07,0.98,0.12,1,0
90,proxy90,1.0,1.2,1.08,1.06,1.0,0.88,7,0
91,proxy91,1.08,1.16,0.73,1.15,1.0,1.25,10,0
92,proxy92,0.79,0.84,0.93,0.83,0.99,0.62,5,0
93,proxy93,0.73,1.11,0.99,0.78,0.99,0.62,5,0
94,proxy94,20.82,0.78,6.52,1.75,7.6,3.88,11,0
95,proxy95,0.86,1.0,1.09,0.91,1.0,1.0,8,0
96,proxy96,0.47,0.8,1.03,0.49,0.99,0.62,5,0
97,proxy97,1.67,0.81,1.0,1.77,1.0,1.38,11,0
98,proxy98,0.53,0.77,0.63,0.56,1.0,1.0,8,0
99,proxy99,0.3,1.0,1.08,0.32,0.99,0.62,5,0
100,proxy100,0.81,0.78,0.82,0.86,0.99,0.75,6,0
