id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,2.59,0.99,0.83,2.59,1.02,1.04,28,1
2,proxy2,1.02,0.78,0.93,1.02,1.0,1.07,29,0
3,proxy3,0.74,1.11,0.85,0.74,1.0,0.78,21,0
4,proxy4,1.07,1.03,1.07,1.07,1.0,1.04,28,0
5,proxy5,2.84,1.35,0.73,2.84,0.99,0.7,19,1
6,proxy6,2.19,1.35,0.66,2.19,0.97,0.67,18,1
7,proxy7,8.18,1.38,1.06,8.18,1.01,0.96,26,1
8,proxy8,0.9,0.97,0.67,0.9,1.0,0.89,24,0
9,proxy9,1.05,1.21,1.21,1.05,1.01,1.0,27,0
10,proxy10,1.0,1.0,0.68,1.0,1.01,1.11,30,0
11,proxy11,0.61,0.88,0.89,0.61,0.98,0.67,18,0
12,proxy12,1.12,0.73,0.73,1.12,1.0,1.0,27,0
13,proxy13,0.82,1.17,1.15,0.82,1.0,0.85,23,0
14,proxy14,3.49,1.29,0.75,3.49,1.02,1.22,33,1
15,proxy15,1.0,1.0,1.09,1.0,1.02,1.22,33,0
16,proxy16,3.96,1.43,0.8,3.96,1.0,1.04,28,1
17,proxy17,1.28,1.31,1.21,1.28,1.0,1.04,28,0
18,proxy18,0.9,0.98,1.12,0.9,0.98,0.78,21,0
19,proxy19,3.34,1.16,0.9,3.34,0.98,0.78,21,1
20,proxy20,2.56,1.09,1.14,2.56,0.97,0.67,18,1
