id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.95,0.99,1.17,0.98,1.01,1.07,16,0
2,proxy2,0.76,0.84,0.69,0.79,0.99,0.8,12,0
3,proxy3,0.96,1.01,0.96,0.99,0.98,0.6,9,0
4,proxy4,0.95,0.92,0.83,0.98,1.0,1.0,15,0
5,proxy5,24.24,1.13,3.62,187.92,5.74,0.87,13,1
6,proxy6,23.16,0.96,3.72,204.58,4.28,1.2,18,1
7,proxy7,0.73,1.21,1.0,0.75,0.98,0.6,9,0
8,proxy8,1.17,1.3,1.14,1.21,1.01,1.07,16,0
9,proxy9,0.98,0.98,1.16,1.01,1.01,1.2,18,0
10,proxy10,1.27,0.99,0.72,1.31,1.01,1.33,20,0
11,proxy11,0.8,0.83,1.02,0.83,0.98,0.67,10,0
12,proxy12,1.7,0.89,0.79,1.76,1.01,1.2,18,0
13,proxy13,23.57,1.04,2.98,205.86,5.2,0.73,11,1
14,proxy14,0.47,0.88,0.92,0.48,0.99,0.53,8,0
15,proxy15,14.34,1.3,6.44,0.96,8.06,2.33,15,0
16,proxy16,1.31,1.0,0.91,1.35,0.99,1.0,15,0
17,proxy17,0.97,0.79,1.08,1.0,0.99,0.93,14,0
18,proxy18,17.16,1.05,4.36,164.24,4.52,1.27,19,1
19,proxy19,20.18,1.3,4.34,227.38,4.63,0.4,6,1
20,proxy20,16.6,0.97,3.24,223.51,5.41,1.2,18,1
21,proxy21,1.09,1.19,1.03,1.12,1.0,0.93,14,0
22,proxy22,20.37,1.32,3.62,217.24,5.28,0.47,7,1
23,proxy23,1.42,1.27,1.14,1.46,1.01,1.27,19,0
24,proxy24,1.38,1.29,1.02,1.42,1.01,1.2,18,0
25,proxy25,1.26,1.38,0.75,1.3,1.0,1.07,16,0
26,proxy26,1.0,1.38,0.71,1.03,1.0,0.93,14,0
27,proxy27,0.73,1.19,1.0,0.76,0.99,0.8,12,0
28,proxy28,11.66,1.02,5.76,0.9,7.35,2.07,11,0
29,proxy29,30.4,1.19,7.56,153.83,13.26,2.93,24,1
30,proxy30,9.75,0.85,6.67,1.03,9.56,2.2,13,0
31,proxy31,0.79,1.21,0.97,0.81,0.99,0.73,11,0
32,proxy32,1.13,0.92,0.92,1.17,1.01,0.87,13,0
33,proxy33,35.46,1.33,7.43,177.17,14.28,2.33,15,1
34,proxy34,22.19,1.02,3.17,223.73,5.23,1.47,22,1
35,proxy35,0.74,0.86,0.7,0.77,0.99,0.73,11,0
