id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.21,0.83,2.48,1.01,2.16,1.71,40,0
2,proxy2,1.2,1.0,1.73,0.99,2.96,1.6,36,0
3,proxy3,0.91,1.01,0.92,0.95,0.98,0.89,31,0
4,proxy4,1.0,1.3,0.65,1.04,0.98,1.0,35,0
5,proxy5,0.87,0.82,1.03,0.9,0.98,0.83,29,0
6,proxy6,0.66,1.28,0.67,0.69,0.96,0.63,22,0
7,proxy7,1.04,0.95,0.72,1.07,0.99,1.0,35,0
8,proxy8,1.45,1.17,1.88,0.92,3.26,1.43,30,0
9,proxy9,1.02,1.07,1.0,1.06,1.01,1.09,38,0
10,proxy10,0.97,0.96,1.14,1.01,0.99,0.83,29,0
11,proxy11,0.89,1.32,1.12,0.92,1.0,0.89,31,0
12,proxy12,1.88,0.93,3.28,1.16,4.76,2.29,40,0
13,proxy13,0.96,1.26,0.79,1.0,0.99,0.91,32,0
14,proxy14,1.06,0.78,0.85,1.1,1.01,1.06,37,0
15,proxy15,0.94,0.93,0.72,0.98,1.0,1.0,35,0
