id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,4.66,1.13,1.26,4.66,1.01,0.71,10,1
2,proxy2,1.08,0.99,1.29,1.08,1.0,1.07,15,0
3,proxy3,1.0,1.27,1.24,1.0,1.02,1.0,14,0
4,proxy4,0.37,1.1,1.0,0.37,0.98,0.43,6,0
5,proxy5,1.09,0.84,0.97,1.09,1.0,1.21,17,0
6,proxy6,0.86,1.24,0.98,0.86,1.0,1.0,14,0
7,proxy7,5.25,1.08,0.95,5.25,1.0,1.0,14,1
8,proxy8,0.67,0.99,0.82,0.67,1.0,0.79,11,0
9,proxy9,1.13,0.7,0.88,1.13,1.0,1.0,14,0
10,proxy10,3.74,1.09,0.79,3.74,1.0,0.86,12,1
11,proxy11,1.08,1.3,0.67,1.08,1.02,1.36,19,0
12,proxy12,6.24,0.78,0.84,6.24,1.01,1.29,18,1
13,proxy13,0.81,1.35,1.23,0.81,0.99,0.86,12,0
14,proxy14,5.33,1.29,1.08,5.33,1.0,1.14,16,1
15,proxy15,4.92,1.25,0.89,4.92,1.02,1.57,22,1
16,proxy16,0.95,0.82,0.71,0.95,1.01,1.07,15,0
17,proxy17,6.06,1.12,0.77,6.06,1.02,1.5,21,1
18,proxy18,0.54,1.19,1.25,0.54,1.0,0.79,11,0
19,proxy19,1.25,0.85,1.29,1.25,1.02,1.36,19,0
20,proxy20,1.35,1.0,1.16,1.35,1.03,1.43,20,0
