id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.31,1.06,2.97,1.09,3.48,1.42,31,0
2,proxy2,1.12,1.22,1.0,1.15,1.01,1.06,38,0
3,proxy3,1.37,1.19,0.97,1.42,0.99,1.11,40,0
4,proxy4,1.41,0.86,2.61,0.98,2.86,1.53,35,0
5,proxy5,1.0,0.94,1.05,1.03,0.98,0.83,30,0
6,proxy6,1.25,1.01,1.08,1.29,1.0,0.97,35,0
7,proxy7,0.77,1.09,0.69,0.79,1.0,0.89,32,0
8,proxy8,0.76,1.0,0.99,0.78,0.98,0.81,29,0
9,proxy9,1.68,1.11,2.39,1.14,3.26,1.53,35,0
10,proxy10,1.25,0.85,1.84,0.95,2.07,1.47,33,0
11,proxy11,1.0,0.71,0.95,1.03,1.0,1.0,36,0
12,proxy12,0.89,1.18,0.93,0.92,1.0,0.83,30,0
13,proxy13,0.92,0.68,2.54,0.7,3.48,1.42,31,0
14,proxy14,0.97,0.74,0.83,1.0,0.98,0.89,32,0
15,proxy15,0.95,0.99,0.74,0.98,0.99,0.92,33,0
