id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.63,0.83,0.79,0.63,0.99,0.67,4,0
2,proxy2,1.29,1.18,0.98,1.29,1.0,1.5,9,0
3,proxy3,0.76,1.22,0.7,0.76,1.0,1.33,8,0
4,proxy4,0.71,0.85,1.24,0.71,0.99,0.67,4,0
5,proxy5,1.46,1.21,1.16,1.46,1.0,1.33,8,0
6,proxy6,0.95,0.99,0.76,0.95,1.0,0.83,5,0
7,proxy7,0.83,1.37,0.79,0.83,1.0,1.0,6,0
8,proxy8,1.22,0.85,1.23,1.22,1.01,1.33,8,0
9,proxy9,1.92,0.88,1.0,1.92,1.0,1.5,9,0
10,proxy10,1.0,1.06,1.07,1.0,0.99,1.0,6,0
11,proxy11,1.24,1.25,0.95,1.24,1.0,1.0,6,0
12,proxy12,1.59,1.38,1.31,1.59,1.01,1.83,11,0
13,proxy13,0.79,1.0,0.7,0.79,0.99,1.0,6,0
14,proxy14,1.15,0.9,1.07,1.15,1.0,1.0,6,0
15,proxy15,0.49,0.79,1.29,0.49,0.99,0.67,4,0
