id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.15,1.04,0.69,1.2,1.0,1.23,16,0
2,proxy2,0.53,0.75,0.67,0.56,0.99,0.77,10,0
3,proxy3,1.4,1.08,0.79,1.47,1.03,1.62,21,0
4,proxy4,36.83,0.99,5.74,343.94,8.61,1.23,16,1
5,proxy5,0.48,0.82,1.21,0.5,0.99,0.69,9,0
6,proxy6,1.09,0.68,0.98,1.14,1.02,1.46,19,0
7,proxy7,0.56,1.02,0.67,0.59,0.99,0.69,9,0
8,proxy8,18.45,0.64,3.58,197.88,5.1,1.23,16,1
9,proxy9,1.29,0.72,0.91,1.35,1.03,1.69,22,0
10,proxy10,1.04,1.23,1.25,1.1,0.99,0.92,12,0
11,proxy11,1.49,0.64,1.06,1.56,1.01,1.31,17,0
12,proxy12,32.2,1.06,7.81,215.13,9.9,3.0,19,1
13,proxy13,0.92,1.13,0.72,0.97,0.99,0.85,11,0
14,proxy14,0.79,1.1,0.93,0.83,1.0,0.92,12,0
15,proxy15,1.26,0.71,1.3,1.33,1.01,1.54,20,0
16,proxy16,19.78,1.0,2.89,152.75,5.28,1.31,17,1
17,proxy17,1.04,1.1,1.24,1.1,1.01,1.08,14,0
18,proxy18,31.41,0.95,7.13,198.74,12.84,2.77,16,1
19,proxy19,0.57,0.96,0.66,0.6,0.99,0.69,9,0
20,proxy20,19.86,1.14,3.74,208.71,4.33,1.38,18,1
21,proxy21,31.27,0.86,8.71,181.42,9.43,2.62,14,1
22,proxy22,8.54,0.76,6.07,0.64,6.38,2.54,13,0
23,proxy23,0.99,1.02,0.86,1.03,1.01,1.15,15,0
24,proxy24,1.03,1.08,1.21,1.08,1.01,1.15,15,0
25,proxy25,0.9,1.21,1.13,0.94,0.99,0.85,11,0
26,proxy26,1.44,0.87,1.21,1.51,1.02,1.31,17,0
27,proxy27,0.74,1.01,0.96,0.78,1.0,0.85,11,0
28,proxy28,19.33,0.85,3.46,181.65,4.71,1.0,13,1
29,proxy29,20.7,0.66,4.29,188.2,4.97,1.0,13,1
30,proxy30,0.72,0.74,0.66,0.76,0.99,0.92,12,0
31,proxy31,1.01,0.93,0.76,1.06,1.0,1.31,17,0
32,proxy32,0.34,0.69,1.29,0.35,0.98,0.54,7,0
33,proxy33,11.51,1.17,5.87,1.8,9.82,3.23,22,0
34,proxy34,0.49,0.99,1.1,0.51,0.99,0.69,9,0
35,proxy35,0.56,1.19,1.02,0.59,0.98,0.62,8,0
