id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.59,0.98,1.09,0.59,0.99,0.86,19,0
2,proxy2,0.99,0.9,1.23,0.99,0.99,0.91,20,0
3,proxy3,4.32,0.72,1.05,4.32,1.01,1.45,32,1
4,proxy4,1.02,1.15,0.91,1.02,1.0,1.09,24,0
5,proxy5,1.5,1.07,1.37,1.5,1.03,1.5,33,0
6,proxy6,4.49,1.02,1.01,4.49,1.0,0.91,20,1
7,proxy7,1.01,0.7,0.84,1.01,1.0,1.0,22,0
8,proxy8,0.92,0.7,1.27,0.92,1.0,0.91,20,0
9,proxy9,3.56,0.74,1.34,3.56,1.02,1.18,26,1
10,proxy10,1.57,1.04,1.3,1.57,1.03,1.45,32,0
11,proxy11,4.61,0.94,1.06,4.61,1.0,1.23,27,1
12,proxy12,0.79,1.07,0.88,0.79,0.99,0.73,16,0
13,proxy13,4.58,0.72,1.16,4.58,1.0,1.32,29,1
14,proxy14,0.99,1.02,0.83,0.99,1.0,1.05,23,0
15,proxy15,3.84,0.67,0.94,3.84,1.0,1.14,25,1
16,proxy16,4.97,0.96,1.31,4.97,1.02,1.32,29,1
17,proxy17,3.99,0.78,0.81,3.99,1.01,1.05,23,1
18,proxy18,6.82,0.8,1.04,6.82,1.01,1.23,27,1
19,proxy19,4.97,0.88,1.05,4.97,1.01,1.41,31,1
20,proxy20,1.08,0.86,0.82,1.08,1.01,1.0,22,0
