id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.98,1.16,1.0,0.99,1.01,1.33,8,0
2,proxy2,0.33,0.73,0.92,0.34,0.99,0.5,3,0
3,proxy3,1.02,0.82,1.16,1.03,1.0,1.17,7,0
4,proxy4,0.87,1.09,0.89,0.87,1.0,0.83,5,0
5,proxy5,1.95,1.0,1.21,1.96,1.02,1.83,11,0
6,proxy6,0.72,0.93,1.0,0.72,1.0,0.67,4,0
7,proxy7,1.16,1.0,1.26,1.17,1.01,1.33,8,0
8,proxy8,10.14,1.16,0.74,10.21,1.01,1.67,10,1
9,proxy9,1.28,1.25,1.13,1.29,1.0,1.17,7,0
10,proxy10,0.58,1.17,1.0,0.58,0.99,0.67,4,0
11,proxy11,30.53,1.13,6.6,1.05,6.44,4.17,5,0
12,proxy12,1.11,0.72,1.07,1.12,1.0,1.17,7,0
13,proxy13,2.05,1.13,0.88,2.06,1.0,1.5,9,0
14,proxy14,1.54,0.69,0.85,1.55,1.0,1.33,8,0
15,proxy15,1.24,0.88,1.03,1.25,1.0,1.33,8,0
16,proxy16,0.71,0.84,1.08,0.72,1.0,0.67,4,0
17,proxy17,0.54,0.99,0.85,0.55,0.99,0.67,4,0
18,proxy18,28.24,1.3,6.8,1.32,9.57,4.83,9,0
19,proxy19,1.4,1.08,1.17,1.41,1.02,1.5,9,0
20,proxy20,1.2,0.96,0.86,1.21,1.0,1.33,8,0
21,proxy21,0.56,1.12,0.86,0.57,0.99,0.83,5,0
22,proxy22,0.37,0.92,1.13,0.37,1.0,0.83,5,0
23,proxy23,0.5,1.15,0.84,0.5,0.99,0.33,2,0
24,proxy24,35.15,1.13,4.07,453.83,4.69,1.67,10,1
25,proxy25,14.19,1.01,0.91,14.28,1.02,2.0,12,1
26,proxy26,1.14,1.04,0.7,1.15,1.01,1.33,8,0
27,proxy27,0.37,0.7,0.7,0.37,0.98,0.5,3,0
28,proxy28,0.93,1.11,1.05,0.94,0.99,1.0,6,0
29,proxy29,1.47,1.25,1.29,1.48,1.0,1.5,9,0
30,proxy30,1.15,1.29,0.69,1.16,1.0,0.83,5,0
31,proxy31,0.67,0.66,0.97,0.68,0.99,0.83,5,0
32,proxy32,0.76,1.12,0.83,0.76,1.0,1.17,7,0
33,proxy33,0.62,0.71,1.26,0.62,1.0,0.67,4,0
34,proxy34,1.32,0.91,0.89,1.33,0.99,1.33,8,0
35,proxy35,1.85,1.26,1.12,1.86,1.02,2.0,12,0
36,proxy36,1.42,0.71,1.19,1.43,1.01,1.5,9,0
37,proxy37,0.34,1.04,1.26,0.34,0.99,0.33,2,0
38,proxy38,1.78,1.12,0.84,1.79,1.0,1.33,8,0
39,proxy39,1.38,1.24,1.24,1.39,1.01,1.5,9,0
40,proxy40,1.58,0.79,0.76,1.59,1.0,1.5,9,0
41,proxy41,0.54,0.9,1.26,0.55,1.0,0.83,5,0
42,proxy42,0.46,0.77,1.29,0.46,1.0,0.67,4,0
43,proxy43,0.92,1.08,0.75,0.92,1.0,1.33,8,0
44,proxy44,1.63,1.17,1.05,1.64,1.02,1.83,11,0
45,proxy45,1.43,1.05,0.99,1.44,1.0,1.33,8,0
46,proxy46,0.81,1.11,0.91,0.81,1.0,1.0,6,0
47,proxy47,1.03,0.77,1.19,1.03,0.99,0.83,5,0
48,proxy48,1.08,1.11,1.27,1.09,0.99,1.17,7,0
49,proxy49,1.63,1.08,0.87,1.65,1.01,1.33,8,0
50,proxy50,0.68,0.94,0.93,0.68,0.99,0.67,4,0
51,proxy51,0.37,0.86,0.88,0.37,0.99,0.33,2,0
52,proxy52,1.37,0.8,1.05,1.37,1.01,1.5,9,0
53,proxy53,0.81,0.86,1.3,0.81,1.01,1.5,9,0
54,proxy54,2.17,0.82,1.06,2.18,1.0,2.17,13,0
55,proxy55,1.01,0.69,0.73,1.02,1.0,0.83,5,0
56,proxy56,1.19,0.96,1.17,1.2,1.0,0.83,5,0
57,proxy57,0.97,0.79,0.95,0.97,0.99,1.17,7,0
58,proxy58,1.15,1.21,0.72,1.16,1.0,1.0,6,0
59,proxy59,0.6,1.09,0.91,0.6,1.0,1.0,6,0
60,proxy60,0.86,1.23,1.26,0.86,1.0,0.83,5,0
61,proxy61,1.33,0.89,0.77,1.34,1.0,1.17,7,0
62,proxy62,1.0,0.65,1.0,1.01,1.0,1.0,6,0
63,proxy63,1.35,0.78,0.97,1.36,1.0,1.17,7,0
64,proxy64,0.84,1.07,0.96,0.85,1.0,0.67,4,0
65,proxy65,30.3,1.08,4.77,2.11,8.7,5.17,11,0
66,proxy66,0.62,1.23,0.85,0.63,1.0,0.83,5,0
67,proxy67,1.38,0.91,0.81,1.39,1.0,1.67,10,0
68,proxy68,0.33,1.25,1.0,0.34,1.0,0.83,5,0
69,proxy69,1.93,1.3,1.1,1.94,1.01,1.83,11,0
70,proxy70,9.82,1.05,1.07,9.88,0.99,0.33,2,1
71,proxy71,0.72,1.15,1.04,0.73,1.0,0.83,5,0
72,proxy72,1.26,0.78,1.24,1.27,1.01,1.5,9,0
73,proxy73,1.97,1.24,0.68,1.98,1.0,1.83,11,0
74,proxy74,0.99,1.28,1.05,1.0,1.0,0.83,5,0
75,proxy75,0.93,0.65,1.05,0.94,1.0,0.83,5,0
76,proxy76,1.63,0.8,1.15,1.64,1.01,1.5,9,0
77,proxy77,1.93,1.03,1.24,1.94,1.0,1.67,10,0
78,proxy78,1.33,0.93,1.28,1.34,1.0,1.5,9,0
79,proxy79,0.53,1.19,1.17,0.53,0.99,0.5,3,0
80,proxy80,1.42,1.12,0.94,1.43,1.01,1.33,8,0
81,proxy81,1.39,1.12,1.25,1.4,1.0,1.17,7,0
82,proxy82,0.47,0.91,1.16,0.48,1.0,1.17,7,0
83,proxy83,0.53,1.01,0.94,0.53,0.99,0.67,4,0
84,proxy84,1.0,1.05,0.85,1.01,1.0,1.0,6,0
85,proxy85,0.59,1.14,0.99,0.59,0.99,0.67,4,0
86,proxy86,1.0,1.22,0.91,1.01,1.01,1.33,8,0
87,proxy87,1.03,0.95,1.14,1.03,1.0,0.83,5,0
