id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,2.48,1.19,0.73,2.48,1.01,2.22,10,0
2,proxy2,0.44,1.35,0.73,0.44,1.0,0.67,3,0
3,proxy3,1.46,1.32,0.87,1.46,1.01,1.56,7,0
4,proxy4,0.06,1.06,1.27,0.06,0.99,0.22,1,0
5,proxy5,1.23,0.92,1.28,1.23,1.01,1.11,5,0
6,proxy6,1.21,0.89,0.99,1.21,1.01,1.33,6,0
7,proxy7,1.49,1.34,0.95,1.49,1.02,2.22,10,0
8,proxy8,1.01,1.1,1.38,1.01,1.0,0.89,4,0
9,proxy9,1.08,0.75,1.4,1.08,1.0,1.33,6,0
10,proxy10,1.65,0.98,1.0,1.65,1.01,1.11,5,0
11,proxy11,0.76,0.95,1.37,0.76,1.0,0.89,4,0
12,proxy12,0.99,1.41,1.01,0.99,1.0,1.11,5,0
13,proxy13,1.69,0.93,0.95,1.69,1.01,1.78,8,0
14,proxy14,0.61,0.97,0.95,0.61,0.99,0.44,2,0
15,proxy15,0.91,1.02,0.81,0.91,0.99,0.89,4,0
16,proxy16,1.04,0.93,1.22,1.04,0.99,0.89,4,0
17,proxy17,0.65,0.86,1.06,0.65,1.0,0.89,4,0
18,proxy18,0.71,1.24,0.9,0.71,1.0,1.11,5,0
19,proxy19,0.55,1.34,1.39,0.55,1.0,0.89,4,0
20,proxy20,0.51,0.91,1.0,0.51,1.0,0.67,3,0
