id,normal,abnormal,unknown
247.148.96.249,1,0,0
172.74.197.125,1,0,0
91.81.240.225,1,0,0
30.40.240.173,1,0,0
209.79.45.171,1,0,0
45.166.233.213,1,0,0
137.146.54.32,1,0,0
191.36.206.68,0,1,0
213.252.233.163,1,0,0
143.207.68.152,1,0,0
78.22.34.158,1,0,0
230.113.211.69,1,0,0
152.213.211.41,1,0,0
158.34.198.87,1,0,0
37.227.70.166,1,0,0
86.128.218.57,1,0,0
27.135.100.163,1,0,0
180.136.9.200,1,0,0
52.18.95.42,1,0,0
105.18.30.134,1,0,0
191.246.68.131,1,0,0
83.208.156.191,1,0,0
93.2.203.111,1,0,0
111.74.229.14,1,0,0
77.9.129.69,1,0,0
247.195.165.95,1,0,0
248.207.170.57,1,0,0
164.8.223.46,1,0,0
21.79.129.64,1,0,0
37.111.5.216,1,0,0
34.115.235.200,1,0,0
120.239.242.162,1,0,0
181.41.241.51,1,0,0
53.102.42.235,1,0,0
18.244.76.191,1,0,0
156.252.164.67,1,0,0
24.11.111.179,1,0,0
169.173.225.5,1,0,0
192.158.72.57,1,0,0
90.16.9.152,1,0,0
21.116.160.94,1,0,0
202.49.22.159,1,0,0
67.152.3.44,1,0,0
102.142.23.229,1,0,0
15.199.62.130,1,0,0
218.152.84.123,1,0,0
68.53.63.80,1,0,0
165.15.105.244,1,0,0
215.119.159.131,1,0,0
109.194.74.255,1,0,0
221.16.165.75,1,0,0
28.112.141.65,1,0,0
247.232.186.85,1,0,0
216.148.97.98,1,0,0
23.165.175.13,1,0,0
213.41.6.215,1,0,0
47.141.44.212,1,0,0
47.90.167.39,1,0,0
223.127.17.53,1,0,0
119.130.127.242,1,0,0
255.64.71.223,1,0,0
158.43.66.19,1,0,0
100.16.57.6,1,0,0
220.90.30.192,1,0,0
141.108.16.219,1,0,0
205.19.134.66,1,0,0
167.160.170.9,1,0,0
125.40.246.197,1,0,0
177.233.63.211,1,0,0
146.41.50.46,1,0,0
202.132.234.138,1,0,0
229.55.67.167,1,0,0
136.88.96.173,1,0,0
99.13.101.80,1,0,0
76.70.202.94,1,0,0
174.175.166.89,1,0,0
55.13.29.122,1,0,0
10.174.179.187,1,0,0
95.55.175.165,1,0,0
209.167.16.91,1,0,0
108.24.243.33,1,0,0
133.145.223.4,1,0,0
9.160.93.184,1,0,0
164.138.206.155,1,0,0
37.49.90.123,1,0,0
81.220.88.70,1,0,0
239.96.70.21,1,0,0
254.32.169.59,1,0,0
19.31.41.98,1,0,0
25.165.232.92,1,0,0
203.133.27.27,1,0,0
179.69.248.22,1,0,0
228.149.247.173,1,0,0
41.29.32.72,1,0,0
138.90.190.210,0,1,0
195.17.52.125,1,0,0
29.113.7.122,1,0,0
22.204.251.213,1,0,0
99.159.203.52,1,0,0
172.184.180.51,1,0,0
