id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,3.91,1.08,1.33,3.91,1.02,1.08,28,1
2,proxy2,0.52,0.98,1.28,0.52,0.99,0.69,18,0
3,proxy3,0.89,0.83,1.07,0.89,1.01,1.0,26,0
4,proxy4,1.37,1.22,1.15,1.37,1.0,1.23,32,0
5,proxy5,3.27,0.98,1.31,3.27,1.01,0.92,24,1
6,proxy6,3.28,1.17,1.36,3.28,1.0,1.08,28,1
7,proxy7,2.83,0.65,1.25,2.83,0.98,0.62,16,1
8,proxy8,1.0,0.96,1.35,1.0,1.01,1.04,27,0
9,proxy9,0.97,1.02,0.68,0.97,1.0,0.96,25,0
10,proxy10,3.34,1.01,1.11,3.34,1.02,1.15,30,1
11,proxy11,1.14,1.08,0.97,1.14,1.02,1.15,30,0
12,proxy12,1.11,1.0,1.0,1.11,1.0,1.0,26,0
13,proxy13,3.43,1.04,0.83,3.43,0.98,0.81,21,1
14,proxy14,0.78,0.65,0.97,0.78,0.99,0.85,22,0
15,proxy15,2.84,0.67,0.84,2.84,1.0,0.88,23,1
16,proxy16,1.04,1.23,0.92,1.04,1.03,1.08,28,0
17,proxy17,0.82,0.67,1.15,0.82,0.98,0.88,23,0
18,proxy18,5.57,0.78,1.14,5.57,0.99,0.73,19,1
19,proxy19,5.96,1.19,0.84,5.96,1.0,0.88,23,1
20,proxy20,1.03,1.1,0.75,1.03,0.99,1.19,31,0
