id,proxyname,SEND_KILOBYTES,DISK_LOAD,CPU_LOAD,RECEIVE_KILOBYTES,MEM_LOAD,DISK_LOAD_COUNT,UserNum,BeingAttack
1,proxy1,17.86,23.448429730558406,15.425193239130087,1.786,12.5,9,9,1
2,proxy2,2.54,16.047485236896623,16.781540026556495,0.254,13.0,8,8,0
3,proxy3,2.74,20.071232966878718,25.93579448669331,0.2740000000000001,13.4,11,11,0
4,proxy4,18.31,19.815281472382146,26.626825558779558,1.831,12.8,12,12,1
5,proxy5,1.63,26.65928519772331,10.511627496874718,0.163,11.6,6,6,0
6,proxy6,3.07,13.144011817175594,13.26715681999989,0.307,13.0,14,14,0
7,proxy7,2.84,21.232100340110236,27.782948942244037,0.284,13.8,13,13,0
8,proxy8,33.839999999999996,14.814680560607647,11.61898313462985,3.384,13.8,12,12,1
9,proxy9,20.27,19.661534455004947,25.391518899419722,2.027,12.1,7,7,1
10,proxy10,20.259999999999998,15.129451789860415,14.220588213377388,2.0260000000000002,12.9,12,12,1
11,proxy11,4.05,18.214712923247223,13.4197541198552,0.40499999999999997,13.200000000000001,15,15,0
12,proxy12,1.03,24.09264575766044,28.388490494145245,0.10300000000000001,10.9,5,5,0
13,proxy13,2.23,29.008909708693764,19.259642704130858,0.22300000000000003,12.700000000000001,8,8,0
14,proxy14,2.23,20.80788029312619,27.622824432230946,0.223,12.100000000000001,10,10,0
15,proxy15,4.35,13.543154984677045,18.7670126711576,0.435,14.5,14,14,0
16,proxy16,17.79,16.497768577604244,14.733728657696805,1.7789999999999997,12.6,15,15,1
17,proxy17,1.5899999999999999,16.114768609012824,25.11552355912703,0.159,11.4,5,5,0
18,proxy18,2.61,18.66345905997571,27.949820729599853,0.261,12.3,9,9,0
19,proxy19,2.9299999999999997,15.861392973238937,12.620548184048062,0.29300000000000004,13.200000000000001,12,12,0
20,proxy20,1.6400000000000001,15.844322519223537,21.400926298114282,0.16400000000000003,11.0,7,7,0
21,proxy21,21.68,25.634435877713845,15.447386358310775,2.1679999999999997,13.4,12,12,1
22,proxy22,2.3100000000000005,23.67164241652777,25.900153456576533,0.231,13.1,10,10,0
23,proxy23,2.09,28.156056850735133,25.64760251477551,0.20900000000000002,12.4,9,9,0
24,proxy24,2.6199999999999997,12.261654750886015,16.227751204472582,0.262,12.0,11,11,0
25,proxy25,19.800000000000008,12.598253698743607,13.150558134536459,1.9799999999999998,12.9,10,10,1
26,proxy26,1.69,18.820090927672577,20.409606342015827,0.169,11.4,7,7,0
27,proxy27,2.0599999999999996,17.34298657641366,21.63563199908257,0.20600000000000002,12.1,8,8,0
28,proxy28,17.06,20.643575580295074,18.19377977375795,1.7059999999999995,12.6,12,12,1
29,proxy29,2.99,13.7646849262962,19.381240636078463,0.29900000000000004,11.8,10,10,0
30,proxy30,1.29,14.061283227606518,25.243815019128974,0.129,11.6,7,7,0
