id,proxyname,SEND_KILOBYTES,DISK_LOAD,CPU_LOAD,RECEIVE_KILOBYTES,MEM_LOAD,DISK_LOAD_COUNT,UserNum,BeingAttack
1,proxy1,1.02,24.81297200570433,16.552852048997654,0.10200000000000001,11.7,6,6,0
2,proxy2,2.5700000000000003,20.292458530320587,27.004433343388918,0.257,14.4,12,12,0
3,proxy3,3.9,20.235795564999453,27.62056245789114,0.39,13.8,16,16,0
4,proxy4,2.4699999999999998,16.535089690414537,10.52419895766631,0.24700000000000005,12.4,10,10,0
5,proxy5,18.46,11.684687770008734,13.327321790362465,1.846,12.5,9,9,1
6,proxy6,13.2,19.22704588579092,29.18616263452594,1.32,11.5,7,7,1
7,proxy7,3.0000000000000004,14.841172275399906,28.068041806498297,0.3,12.8,10,10,0
8,proxy8,3.0100000000000002,24.178976904012423,12.356808611151115,0.301,11.8,11,11,0
9,proxy9,2.87,11.455383152214813,14.381326336749328,0.28700000000000003,12.2,9,9,0
10,proxy10,1.87,13.922850452338956,13.030976136485247,0.18699999999999997,13.2,10,10,0
