id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.8,0.81,0.67,0.8,1.0,1.0,6,0
2,proxy2,0.77,1.01,1.09,0.77,1.0,1.0,6,0
3,proxy3,1.11,0.73,1.09,1.11,1.01,1.33,8,0
4,proxy4,1.08,1.0,1.12,1.08,1.0,0.83,5,0
5,proxy5,0.75,1.17,0.73,0.75,0.99,0.67,4,0
6,proxy6,1.25,1.35,1.0,1.25,0.99,1.17,7,0
7,proxy7,0.46,1.26,0.74,0.46,0.99,0.67,4,0
8,proxy8,1.4,0.91,0.93,1.4,1.01,1.33,8,0
9,proxy9,0.71,0.84,1.3,0.71,1.0,1.0,6,0
10,proxy10,1.11,1.32,0.95,1.11,1.01,1.5,9,0
11,proxy11,24.75,0.75,4.63,2.15,7.59,5.33,12,0
12,proxy12,0.37,1.36,0.92,0.37,0.99,0.67,4,0
13,proxy13,1.0,1.29,0.88,1.0,1.0,1.17,7,0
14,proxy14,0.95,0.85,1.19,0.95,0.99,1.0,6,0
15,proxy15,24.21,0.81,6.7,1.05,7.31,4.67,8,0
