id,proxyname,SEND_KILOBYTES,DISK_LOAD,CPU_LOAD,RECEIVE_KILOBYTES,MEM_LOAD,DISK_LOAD_COUNT,UserNum,BeingAttack
1,proxy1,1.28,29.591239870803303,11.613959068757563,0.128,10.3,5,5,0
2,proxy2,1.4300000000000002,26.741896274805022,28.715517215119696,0.14300000000000002,12.8,8,8,0
3,proxy3,0.8800000000000001,25.62079483103989,29.19227163941731,0.088,12.2,5,5,0
4,proxy4,1.2,26.10486634210259,11.475022223821039,0.12000000000000001,12.100000000000001,7,7,0
5,proxy5,1.9600000000000002,24.798532732351326,15.315629708826,0.196,12.5,8,8,0
6,proxy6,1.07,15.173611663531819,16.810422289062434,0.10700000000000001,11.3,4,4,0
7,proxy7,2.1999999999999997,19.550119458737175,22.708797391207746,0.22000000000000003,11.4,7,7,0
8,proxy8,0.76,20.60012668763793,26.084164328041407,0.07600000000000001,11.1,4,4,0
9,proxy9,2.17,18.07427696843497,24.70264605079016,0.21700000000000003,12.1,7,7,0
10,proxy10,33.83,22.176790478805984,24.28478919772912,3.383000000000001,12.7,10,10,1
11,proxy11,3.11,22.590694644584115,19.361023161449232,0.311,12.6,11,11,0
12,proxy12,11.740000000000002,16.531541383701658,10.854082641919904,1.174,11.8,7,7,1
13,proxy13,1.03,25.916652242563085,20.468888981955917,0.10300000000000001,10.7,3,3,0
14,proxy14,2.06,27.865689707403355,27.618690764421046,0.20600000000000002,12.7,9,9,0
15,proxy15,1.15,11.532746337389701,29.270618547298987,0.115,11.2,5,5,0
16,proxy16,1.93,23.560569901286158,29.753973655916408,0.193,11.9,6,6,0
17,proxy17,0.51,24.849606700505184,13.69821265333086,0.051000000000000004,10.4,2,2,0
18,proxy18,0.97,29.239553095577087,29.428925126763342,0.097,11.9,6,6,0
19,proxy19,12.020000000000001,28.37627544933924,10.842841953321859,1.202,12.1,6,6,1
20,proxy20,2.9700000000000006,24.704804579017477,13.703563153381912,0.297,13.4,13,13,0
21,proxy21,12.52,22.070923277857226,26.783653753851592,1.252,12.3,6,6,1
22,proxy22,1.31,13.439605657889715,20.60720165659612,0.131,11.8,6,6,0
23,proxy23,1.1199999999999999,15.796304775507576,18.927249909490893,0.11200000000000002,11.3,4,4,0
24,proxy24,13.58,14.404111514984567,26.176815308087335,1.3579999999999999,12.4,9,9,1
25,proxy25,1.11,18.43351425739353,29.920962254800585,0.111,10.8,4,4,0
26,proxy26,1.6800000000000002,16.041855897596196,20.967966116881943,0.168,11.8,6,6,0
27,proxy27,1.95,10.356301110873808,24.591904680692842,0.195,11.6,7,7,0
28,proxy28,17.86,27.367205350646916,21.607160659702586,1.786,12.5,9,9,1
29,proxy29,1.6700000000000002,16.726975932730756,14.325356692992296,0.167,12.0,8,8,0
30,proxy30,2.51,19.400418537365987,29.301582302075758,0.251,12.5,8,8,0
