id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.06,1.07,0.96,1.24,1.0,1.0,6,0
2,proxy2,0.75,1.11,1.17,0.88,1.0,1.17,7,0
3,proxy3,0.36,1.11,0.79,0.42,1.0,0.5,3,0
4,proxy4,20.73,0.86,6.2,0.5,8.01,3.67,2,0
5,proxy5,1.21,0.78,1.03,1.42,1.01,1.5,9,0
6,proxy6,1.04,0.8,0.77,1.22,1.0,1.33,8,0
7,proxy7,0.52,0.69,0.68,0.61,1.0,0.83,5,0
8,proxy8,0.64,1.15,0.83,0.76,0.99,0.83,5,0
9,proxy9,1.0,1.18,0.77,1.17,1.0,1.0,6,0
10,proxy10,1.07,0.82,1.08,1.25,1.0,1.5,9,0
11,proxy11,0.6,1.0,1.0,0.71,1.0,0.83,5,0
12,proxy12,22.56,1.07,5.48,2.05,10.48,5.5,13,0
13,proxy13,0.62,0.9,0.72,0.73,1.0,0.83,5,0
14,proxy14,0.85,1.03,1.2,1.0,1.0,1.0,6,0
15,proxy15,1.53,0.86,1.09,1.8,1.01,1.83,11,0
