id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.99,0.9,0.7,1.01,1.0,0.98,21,0
2,proxy2,0.89,0.95,0.93,0.91,0.98,0.93,20,0
3,proxy3,0.53,1.09,0.68,0.54,0.97,0.65,14,0
4,proxy4,2.15,0.77,2.18,1.26,3.09,2.0,23,0
5,proxy5,1.34,1.07,2.04,0.93,3.39,2.05,24,0
6,proxy6,0.95,0.98,0.8,0.97,0.99,0.84,18,0
7,proxy7,1.85,1.22,1.95,1.19,2.78,1.91,21,0
8,proxy8,1.01,1.02,0.9,1.03,1.0,1.02,22,0
9,proxy9,0.96,0.88,1.07,0.99,0.98,0.88,19,0
10,proxy10,1.75,1.02,2.23,1.1,2.51,1.77,18,0
