id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,29.5,1.14,4.53,1.26,7.38,3.71,6,0
2,proxy2,1.0,1.1,1.17,1.0,1.0,1.29,9,0
3,proxy3,2.24,1.09,1.0,2.24,1.01,1.29,9,0
4,proxy4,31.73,1.15,4.66,1.19,8.6,4.29,10,0
5,proxy5,0.74,0.84,0.77,0.74,1.0,0.43,3,0
6,proxy6,0.66,1.0,1.17,0.66,1.0,0.71,5,0
7,proxy7,0.98,0.92,1.14,0.98,0.99,0.71,5,0
8,proxy8,0.7,0.76,0.67,0.7,1.0,0.57,4,0
9,proxy9,0.98,1.0,0.83,0.98,1.0,0.71,5,0
10,proxy10,1.26,1.23,1.0,1.26,1.01,1.0,7,0
11,proxy11,0.73,0.73,0.93,0.73,1.0,0.57,4,0
12,proxy12,0.79,1.12,0.6,0.79,0.99,0.43,3,0
13,proxy13,31.05,0.66,5.97,2.05,9.1,4.57,12,0
14,proxy14,1.41,0.9,1.05,1.41,1.01,1.0,7,0
15,proxy15,2.44,0.8,0.89,2.44,1.01,1.57,11,0
