id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.58,1.1,0.66,0.58,0.99,0.68,14,0
2,proxy2,1.95,0.79,1.79,1.25,3.62,2.15,24,0
3,proxy3,1.31,1.23,1.2,1.31,1.02,1.46,30,0
4,proxy4,0.68,1.11,0.64,0.68,0.98,0.68,14,0
5,proxy5,0.74,0.81,1.23,0.74,0.98,0.68,14,0
6,proxy6,3.49,1.06,4.78,1.4,5.45,4.0,22,0
7,proxy7,1.03,0.93,0.88,1.03,1.01,1.12,23,0
8,proxy8,0.88,1.09,1.12,0.88,1.0,0.93,19,0
9,proxy9,1.24,0.94,0.87,1.24,1.0,1.07,22,0
10,proxy10,0.97,0.74,0.67,0.97,0.99,0.88,18,0
