id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.17,0.82,0.94,1.17,1.01,1.1,23,0
2,proxy2,1.03,0.82,0.99,1.03,1.01,1.05,22,0
3,proxy3,1.06,1.13,1.0,1.06,1.0,1.14,24,0
4,proxy4,0.45,1.36,1.06,0.45,0.98,0.48,10,0
5,proxy5,0.75,0.82,1.12,0.75,0.99,0.81,17,0
6,proxy6,1.15,1.41,0.71,1.15,1.0,1.0,21,0
7,proxy7,12.04,1.07,3.89,152.62,4.95,1.24,26,1
8,proxy8,0.86,0.95,0.84,0.86,0.99,0.86,18,0
9,proxy9,0.72,1.0,1.29,0.72,0.99,0.81,17,0
10,proxy10,1.0,1.08,1.2,1.0,1.01,1.05,22,0
