id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,22.25,0.98,5.85,1.14,8.09,4.43,11,0
2,proxy2,1.24,1.02,0.79,1.24,1.01,1.29,9,0
3,proxy3,0.21,0.9,0.77,0.21,1.0,0.57,4,0
4,proxy4,0.94,1.22,0.89,0.94,1.01,1.14,8,0
5,proxy5,1.05,0.8,1.09,1.05,1.0,1.0,7,0
6,proxy6,0.64,0.85,1.3,0.64,0.99,0.57,4,0
7,proxy7,1.33,1.0,1.3,1.33,1.01,1.29,9,0
8,proxy8,1.17,1.05,0.77,1.17,1.0,1.14,8,0
9,proxy9,0.63,0.97,0.85,0.63,0.99,0.43,3,0
10,proxy10,1.0,1.43,1.0,1.0,1.0,0.86,6,0
11,proxy11,0.53,0.88,1.05,0.53,1.0,1.0,7,0
12,proxy12,0.53,1.02,1.18,0.53,0.99,0.86,6,0
13,proxy13,1.07,1.06,0.76,1.07,0.99,0.71,5,0
14,proxy14,1.24,0.82,0.96,1.24,1.0,1.0,7,0
15,proxy15,0.82,1.15,1.28,0.82,0.99,0.86,6,0
