id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.46,0.88,0.59,1.46,1.02,1.47,14,0
2,proxy2,0.98,0.95,1.0,0.98,1.01,0.95,9,0
3,proxy3,0.52,1.18,0.59,0.52,0.99,0.63,6,0
4,proxy4,0.39,1.27,1.02,0.39,0.99,0.63,6,0
5,proxy5,1.02,1.18,1.0,1.02,0.99,1.05,10,0
6,proxy6,0.98,1.05,0.6,0.98,1.01,1.26,12,0
7,proxy7,1.22,0.74,1.03,1.22,1.01,1.16,11,0
8,proxy8,1.14,0.75,1.0,1.14,0.99,0.95,9,0
9,proxy9,54.86,1.13,6.53,477.67,7.8,1.26,12,1
10,proxy10,26.93,1.22,3.77,354.45,5.72,1.16,11,1
