id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,13.85,1.27,5.39,135.93,4.06,1.4,28,1
2,proxy2,0.59,1.02,0.97,0.59,0.98,0.65,13,0
3,proxy3,1.07,1.24,1.4,1.07,1.0,1.05,21,0
4,proxy4,12.87,1.25,4.6,149.0,4.04,0.7,14,1
5,proxy5,14.66,1.11,5.48,120.9,4.73,1.0,20,1
6,proxy6,1.05,0.94,1.03,1.05,1.02,1.05,21,0
7,proxy7,15.1,0.77,4.26,108.83,5.6,1.1,22,1
8,proxy8,1.3,0.94,0.89,1.3,1.01,1.25,25,0
9,proxy9,0.93,1.1,1.05,0.93,0.98,0.85,17,0
10,proxy10,0.95,0.98,0.94,0.95,1.0,0.95,19,0
