id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.64,1.0,1.17,1.64,1.01,1.23,16,0
2,proxy2,2.02,0.91,1.0,2.02,1.01,1.77,23,0
3,proxy3,0.95,1.11,1.25,0.95,0.99,0.62,8,0
4,proxy4,0.96,0.92,0.85,0.96,0.99,0.69,9,0
5,proxy5,1.75,0.93,0.85,1.75,1.02,1.54,20,0
6,proxy6,1.01,1.02,0.88,1.01,0.99,1.0,13,0
7,proxy7,0.69,0.99,0.81,0.69,0.98,0.62,8,0
8,proxy8,1.7,1.03,0.8,1.7,1.0,1.46,19,0
9,proxy9,0.39,0.92,1.22,0.39,0.98,0.54,7,0
10,proxy10,0.75,1.26,0.82,0.75,0.99,0.69,9,0
11,proxy11,1.0,0.78,1.2,1.0,1.0,1.08,14,0
12,proxy12,1.53,0.99,0.98,1.53,1.02,1.38,18,0
13,proxy13,1.0,1.04,1.45,1.0,1.01,1.15,15,0
14,proxy14,0.86,1.16,1.17,0.86,1.0,0.77,10,0
15,proxy15,0.8,1.11,1.53,0.8,1.0,0.85,11,0
