id,proxyname,SEND_KILOBYTES,DISK_LOAD,CPU_LOAD,RECEIVE_KILOBYTES,MEM_LOAD,DISK_LOAD_COUNT,UserNum
1,proxy1,34.64933417496274,5.902292755724954,100,25.22513730332359,100,415,76
2,proxy2,107.92467102604888,5.305107110251005,100,64.45661905230247,100,340,66
3,proxy3,94.19262541185299,5.1303250338468835,100,70.58036497247497,100,493,101
4,proxy4,39.69700349811569,5.245625035653179,100,25.162739794675275,100,370,80
5,proxy5,80.45309950989139,5.47951704217859,100,65.83891098794568,100,433,82
6,proxy6,25.730000000000004,6.520854002142844,12.387977376766068,2.5729999999999986,100,428,87
7,proxy7,35.78762661558443,5.941770307121438,100,41.493414422366136,100,373,73
8,proxy8,107.33725073395057,4.886143508898509,100,78.53176720629531,100,405,84
9,proxy9,16.909999999999997,5.787818972434131,23.741362136158035,1.6909999999999994,100,359,72
10,proxy10,69.05325969119964,5.411116492638141,100,44.244986966427454,100,380,79
