id,proxyname,SEND_KILOBYTES,DISK_LOAD,CPU_LOAD,RECEIVE_KILOBYTES,MEM_LOAD,DISK_LOAD_COUNT,UserNum
1,proxy1,12.869999999999997,4.335452298858205,20.319182661389874,1.2870000000000004,100,180,52
2,proxy2,37.945348157056166,4.245595941574312,55.65456982262291,26.411486612614247,100,185,49
3,proxy3,10.989999999999997,4.221343102780879,15.3461394555325,1.0990000000000004,100,163,41
4,proxy4,11.759999999999998,4.196863756926779,16.940470829555306,1.1760000000000004,100,170,45
5,proxy5,15.220000000000004,4.755300369965695,17.52274814936567,1.5219999999999996,100,222,61
6,proxy6,15.379999999999999,4.559839490565582,20.29619946475675,1.5379999999999996,100,195,55
7,proxy7,59.131393561163634,4.8655165554065345,100,37.83117571706545,100,229,51
8,proxy8,59.808537819944505,5.002326283190308,100,45.34733895918237,100,198,56
9,proxy9,9.230000000000002,4.332992594961555,26.5935284855042,0.9230000000000005,100,145,38
10,proxy10,11.49,4.432833382359376,13.385467319336437,1.1490000000000005,100,177,52
