id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.76,0.9,1.16,0.76,1.01,1.0,7,0
2,proxy2,0.75,1.12,1.1,0.75,1.0,0.86,6,0
3,proxy3,25.24,1.14,5.2,1.04,9.27,3.71,6,0
4,proxy4,1.39,0.82,1.13,1.39,1.0,1.14,8,0
5,proxy5,0.97,1.01,1.19,0.97,1.0,0.86,6,0
6,proxy6,1.0,1.0,0.94,1.0,0.99,1.0,7,0
7,proxy7,0.39,0.79,0.78,0.39,0.99,0.29,2,0
8,proxy8,0.47,0.73,0.82,0.47,0.99,0.43,3,0
9,proxy9,1.39,0.95,0.99,1.39,1.0,1.29,9,0
10,proxy10,0.97,1.14,0.67,0.97,0.99,0.71,5,0
11,proxy11,1.14,0.73,1.0,1.14,1.0,0.86,6,0
12,proxy12,24.95,1.17,4.52,1.38,8.85,4.14,9,0
13,proxy13,2.3,0.82,0.82,2.3,1.01,1.71,12,0
14,proxy14,0.87,1.08,0.79,0.87,0.99,0.71,5,0
15,proxy15,1.29,1.12,1.02,1.29,1.0,1.29,9,0
