id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.08,1.0,0.86,1.08,1.01,1.29,9,0
2,proxy2,1.53,0.74,0.98,1.53,1.01,1.43,10,0
3,proxy3,1.29,0.72,1.34,1.29,1.0,1.14,8,0
4,proxy4,0.86,0.93,1.03,0.86,1.0,1.0,7,0
5,proxy5,1.02,1.07,0.74,1.02,1.0,0.86,6,0
6,proxy6,0.7,1.24,0.74,0.7,1.01,1.14,8,0
7,proxy7,1.38,0.68,1.11,1.38,1.0,1.0,7,0
8,proxy8,1.58,1.15,0.99,1.58,1.01,1.43,10,0
9,proxy9,0.43,1.05,1.2,0.43,1.0,0.71,5,0
10,proxy10,0.46,1.18,0.75,0.46,0.99,0.71,5,0
11,proxy11,0.48,0.81,1.19,0.48,0.99,0.29,2,0
12,proxy12,0.13,0.87,1.0,0.13,0.99,0.29,2,0
13,proxy13,1.15,1.15,0.91,1.15,1.01,1.14,8,0
14,proxy14,0.64,0.84,1.33,0.64,1.0,0.86,6,0
15,proxy15,1.0,1.28,1.0,1.0,1.0,1.0,7,0
