id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,2.12,0.97,0.66,2.13,1.02,1.78,16,0
2,proxy2,0.57,1.03,0.6,0.57,0.99,0.78,7,0
3,proxy3,1.08,0.75,0.73,1.08,1.0,1.0,9,0
4,proxy4,0.99,1.1,1.05,0.99,1.0,1.0,9,0
5,proxy5,1.32,0.93,1.03,1.32,1.01,1.33,12,0
6,proxy6,0.84,0.71,1.05,0.84,1.0,0.67,6,0
7,proxy7,25.45,0.6,2.94,292.95,5.55,1.11,10,1
8,proxy8,1.01,1.04,0.97,1.01,1.0,1.0,9,0
9,proxy9,25.54,0.92,3.04,301.67,3.94,1.33,12,1
10,proxy10,0.85,1.03,1.1,0.85,1.01,1.11,10,0
