id,userIP,requestCount,avg_latency,requestPerMinute,connsCount,credit,belong
1,226.17.148.13,49,0.977954278210918,8,0,3,19
2,188.148.90.212,18,0.18620964346561014,10,5,2,2
3,2.145.21.146,31,0.3505868627387261,1,4,2,14
4,182.105.61.200,26,0.4656152240471345,10,0,1,27
5,182.139.25.86,34,0.783673386164301,4,2,2,7
6,206.29.228.61,6,0.5230634499212021,9,5,2,30
7,25.114.182.153,35,0.13850940895598707,1,5,4,26
8,116.45.57.26,35,0.3234266614719059,2,5,2,12
9,161.36.245.170,0,0.17179956262731969,1,1,4,17
10,153.64.162.187,36,0.5547527678511052,9,5,4,12
11,130.132.213.122,16,0.38766646707568064,3,4,1,8
12,103.75.8.149,49,0.4707369455986511,2,2,2,13
13,69.113.74.237,39,0.24962371643285336,5,5,3,4
14,28.149.110.165,37,0.5858270784495576,3,4,3,8
15,18.211.233.169,16,0.9201235104768978,7,2,1,18
16,70.64.246.14,14,0.6734469142870919,4,5,4,7
17,119.49.111.10,50,0.2519218822481606,2,5,5,24
18,224.66.114.173,33,0.7048631619744137,5,1,5,7
19,120.84.154.102,39,0.513978506926464,2,0,1,25
20,44.255.75.137,31,0.9207889277380368,1,2,5,26
21,24.211.80.194,3,0.23200033954212268,5,4,5,19
22,191.250.71.234,34,0.8624218494152827,5,2,1,8
23,96.60.211.187,19,0.977221095541025,4,0,2,4
24,113.198.230.183,35,0.6028825463866204,2,3,2,21
25,108.80.171.118,4,0.19814134133148126,6,2,2,24
26,92.138.165.42,13,0.37947912538324235,9,5,1,4
27,73.9.148.66,12,0.8161189991801784,8,2,2,20
28,54.13.172.139,38,0.5944828981528658,3,1,3,2
29,64.229.226.190,22,0.6537842750597629,2,3,1,14
30,155.181.185.83,46,0.8248615846946772,2,5,3,26
31,34.178.107.157,35,0.46714062144465507,4,2,2,18
32,39.137.253.142,19,0.5069592315738252,6,0,5,7
33,168.13.109.70,6,0.2226398940083572,7,1,1,14
34,129.70.152.143,1084,0.7677260868500915,121,3,29,10
35,71.236.107.209,22,0.4985586808157637,10,1,4,23
36,209.56.149.117,30,0.630828058776831,5,1,2,13
37,150.2.3.113,8,0.9795512693608069,3,2,5,27
38,232.208.107.95,4,0.8055818828107535,8,5,3,4
39,154.40.158.147,43,0.937942667649404,9,4,3,16
40,117.100.177.237,22,0.3017770241303904,2,4,3,28
41,102.215.68.204,18,0.4638135661913495,9,5,2,7
42,93.196.28.39,34,0.5601442671787321,9,2,5,22
43,248.177.137.196,30,0.7972651355777934,8,1,5,19
44,50.135.84.8,39,0.3824950400883397,3,0,4,23
45,220.128.57.79,38,0.12151586148496833,6,4,3,12
46,225.194.220.179,6,0.12150809038496353,9,4,2,30
47,103.166.118.40,25,0.3296855159674632,2,5,3,4
48,198.189.194.134,43,0.8703715663856196,8,2,4,23
49,188.214.121.153,21,0.6539776531037772,9,2,4,4
50,227.16.252.7,11,0.23702985036153632,4,2,2,3
51,157.169.176.13,36,0.891490350102911,6,0,3,15
52,124.234.10.140,0,0.5080069309603097,1,1,2,19
53,172.230.66.189,6,0.6517107641233899,6,4,2,5
54,233.119.148.161,13,0.6234049214427463,1,3,2,12
