Starting training...
Epoch 1/50, Train Loss: 0.3405, Validation Loss: 0.1122, Train Accuracy: 0.9757, Validation Accuracy: 0.9800
Epoch 2/50, Train Loss: 0.1205, Validation Loss: 0.0992, Train Accuracy: 0.9757, Validation Accuracy: 0.9800
Epoch 3/50, Train Loss: 0.1076, Validation Loss: 0.0899, Train Accuracy: 0.9757, Validation Accuracy: 0.9800
Epoch 4/50, Train Loss: 0.0952, Validation Loss: 0.0776, Train Accuracy: 0.9757, Validation Accuracy: 0.9800
Epoch 5/50, Train Loss: 0.0772, Validation Loss: 0.0685, Train Accuracy: 0.9757, Validation Accuracy: 0.9800
Epoch 6/50, Train Loss: 0.0599, Validation Loss: 0.0523, Train Accuracy: 0.9857, Validation Accuracy: 0.9843
Epoch 7/50, Train Loss: 0.0497, Validation Loss: 0.0446, Train Accuracy: 0.9863, Validation Accuracy: 0.9849
Epoch 8/50, Train Loss: 0.0413, Validation Loss: 0.0400, Train Accuracy: 0.9883, Validation Accuracy: 0.9875
Epoch 9/50, Train Loss: 0.0401, Validation Loss: 0.0384, Train Accuracy: 0.9897, Validation Accuracy: 0.9875
Epoch 10/50, Train Loss: 0.0365, Validation Loss: 0.0366, Train Accuracy: 0.9901, Validation Accuracy: 0.9872
Epoch 11/50, Train Loss: 0.0303, Validation Loss: 0.0313, Train Accuracy: 0.9900, Validation Accuracy: 0.9872
Epoch 12/50, Train Loss: 0.0271, Validation Loss: 0.0351, Train Accuracy: 0.9892, Validation Accuracy: 0.9867
Epoch 13/50, Train Loss: 0.0260, Validation Loss: 0.0282, Train Accuracy: 0.9903, Validation Accuracy: 0.9875
Epoch 14/50, Train Loss: 0.0232, Validation Loss: 0.0238, Train Accuracy: 0.9896, Validation Accuracy: 0.9875
Epoch 15/50, Train Loss: 0.0177, Validation Loss: 0.0190, Train Accuracy: 0.9901, Validation Accuracy: 0.9875
Epoch 16/50, Train Loss: 0.0185, Validation Loss: 0.0207, Train Accuracy: 0.9910, Validation Accuracy: 0.9878
Epoch 17/50, Train Loss: 0.0157, Validation Loss: 0.0182, Train Accuracy: 0.9903, Validation Accuracy: 0.9875
Epoch 18/50, Train Loss: 0.0181, Validation Loss: 0.0322, Train Accuracy: 0.9943, Validation Accuracy: 0.9907
Epoch 19/50, Train Loss: 0.0202, Validation Loss: 0.0198, Train Accuracy: 0.9903, Validation Accuracy: 0.9875
Epoch 20/50, Train Loss: 0.0141, Validation Loss: 0.0177, Train Accuracy: 0.9939, Validation Accuracy: 0.9901
Epoch 21/50, Train Loss: 0.0115, Validation Loss: 0.0127, Train Accuracy: 0.9990, Validation Accuracy: 0.9988
Epoch 22/50, Train Loss: 0.0106, Validation Loss: 0.0133, Train Accuracy: 0.9983, Validation Accuracy: 0.9988
Epoch 23/50, Train Loss: 0.0206, Validation Loss: 0.0291, Train Accuracy: 0.9906, Validation Accuracy: 0.9875
Epoch 24/50, Train Loss: 0.0184, Validation Loss: 0.0217, Train Accuracy: 0.9915, Validation Accuracy: 0.9881
Epoch 25/50, Train Loss: 0.0136, Validation Loss: 0.0170, Train Accuracy: 0.9932, Validation Accuracy: 0.9890
Epoch 26/50, Train Loss: 0.0118, Validation Loss: 0.0152, Train Accuracy: 0.9940, Validation Accuracy: 0.9904
Epoch 27/50, Train Loss: 0.0103, Validation Loss: 0.0126, Train Accuracy: 0.9961, Validation Accuracy: 0.9933
Epoch 28/50, Train Loss: 0.0234, Validation Loss: 0.0281, Train Accuracy: 0.9940, Validation Accuracy: 0.9925
Epoch 29/50, Train Loss: 0.0167, Validation Loss: 0.0385, Train Accuracy: 0.9903, Validation Accuracy: 0.9875
Epoch 30/50, Train Loss: 0.0174, Validation Loss: 0.0137, Train Accuracy: 0.9957, Validation Accuracy: 0.9922
Epoch 31/50, Train Loss: 0.0090, Validation Loss: 0.0118, Train Accuracy: 0.9959, Validation Accuracy: 0.9933
Epoch 32/50, Train Loss: 0.0071, Validation Loss: 0.0106, Train Accuracy: 0.9984, Validation Accuracy: 0.9974
Epoch 33/50, Train Loss: 0.0072, Validation Loss: 0.0108, Train Accuracy: 0.9978, Validation Accuracy: 0.9954
Epoch 34/50, Train Loss: 0.0059, Validation Loss: 0.0099, Train Accuracy: 0.9972, Validation Accuracy: 0.9942
Epoch 35/50, Train Loss: 0.0078, Validation Loss: 0.0127, Train Accuracy: 0.9958, Validation Accuracy: 0.9922
Epoch 36/50, Train Loss: 0.0067, Validation Loss: 0.0081, Train Accuracy: 0.9992, Validation Accuracy: 0.9991
Epoch 37/50, Train Loss: 0.0065, Validation Loss: 0.0087, Train Accuracy: 0.9970, Validation Accuracy: 0.9962
Epoch 38/50, Train Loss: 0.0045, Validation Loss: 0.0100, Train Accuracy: 0.9959, Validation Accuracy: 0.9945
Epoch 39/50, Train Loss: 0.0043, Validation Loss: 0.0083, Train Accuracy: 0.9993, Validation Accuracy: 0.9977
Epoch 40/50, Train Loss: 0.0033, Validation Loss: 0.0126, Train Accuracy: 0.9954, Validation Accuracy: 0.9922
Epoch 41/50, Train Loss: 0.0029, Validation Loss: 0.0071, Train Accuracy: 0.9991, Validation Accuracy: 0.9974
Epoch 42/50, Train Loss: 0.0028, Validation Loss: 0.0074, Train Accuracy: 0.9996, Validation Accuracy: 0.9988
Epoch 43/50, Train Loss: 0.0025, Validation Loss: 0.0057, Train Accuracy: 0.9997, Validation Accuracy: 0.9991
Epoch 44/50, Train Loss: 0.0021, Validation Loss: 0.0056, Train Accuracy: 0.9997, Validation Accuracy: 0.9991
Epoch 45/50, Train Loss: 0.0020, Validation Loss: 0.0054, Train Accuracy: 0.9998, Validation Accuracy: 0.9991
Epoch 46/50, Train Loss: 0.0020, Validation Loss: 0.0068, Train Accuracy: 0.9990, Validation Accuracy: 0.9983
Epoch 47/50, Train Loss: 0.0203, Validation Loss: 0.0755, Train Accuracy: 0.9897, Validation Accuracy: 0.9875
Epoch 48/50, Train Loss: 0.0280, Validation Loss: 0.0198, Train Accuracy: 0.9913, Validation Accuracy: 0.9884
Epoch 49/50, Train Loss: 0.0205, Validation Loss: 0.0277, Train Accuracy: 0.9950, Validation Accuracy: 0.9933
Epoch 50/50, Train Loss: 0.0164, Validation Loss: 0.0129, Train Accuracy: 0.9933, Validation Accuracy: 0.9907
Training completed!
