id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.9,0.93,1.1,0.9,1.01,1.05,21,0
2,proxy2,1.15,1.0,1.0,1.15,0.99,1.0,20,0
3,proxy3,0.93,0.93,0.75,0.93,1.0,0.8,16,0
4,proxy4,0.77,1.1,1.02,0.77,0.99,0.75,15,0
5,proxy5,15.77,1.23,2.74,146.28,4.62,1.0,20,1
6,proxy6,13.39,1.15,3.47,108.46,4.24,1.1,22,1
7,proxy7,16.08,0.91,2.86,120.76,5.78,1.25,25,1
8,proxy8,1.07,1.25,0.91,1.07,1.01,1.0,20,0
9,proxy9,1.02,0.78,0.97,1.02,1.0,0.95,19,0
10,proxy10,1.0,1.13,1.03,1.0,1.01,1.1,22,0
