id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,7.04,1.19,1.2,7.04,1.02,1.83,11,1
2,proxy2,0.52,1.14,0.75,0.52,0.99,0.67,4,0
3,proxy3,1.18,0.96,0.93,1.18,1.0,1.17,7,0
4,proxy4,0.02,1.18,0.94,0.02,0.99,0.33,2,0
5,proxy5,1.0,0.85,1.12,1.0,1.0,1.0,6,0
6,proxy6,22.25,1.25,1.28,22.25,1.02,1.83,11,1
7,proxy7,1.0,0.9,1.1,1.0,1.0,1.17,7,0
8,proxy8,0.56,1.0,1.16,0.56,1.0,0.83,5,0
9,proxy9,29.64,0.83,3.91,409.61,5.37,1.0,6,1
10,proxy10,0.98,1.21,1.28,0.98,1.01,1.0,6,0
11,proxy11,1.1,0.96,1.01,1.1,1.01,1.5,9,0
12,proxy12,1.04,1.26,0.73,1.04,1.01,1.33,8,0
13,proxy13,0.68,0.75,0.99,0.68,1.0,1.0,6,0
14,proxy14,1.05,1.0,0.98,1.05,1.0,1.0,6,0
15,proxy15,1.04,1.19,1.15,1.04,1.0,1.0,6,0
