id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.17,1.2,1.01,1.17,1.0,1.08,7,0
2,proxy2,35.62,0.78,3.23,471.58,5.04,1.38,9,1
3,proxy3,2.5,1.19,1.16,2.51,1.01,1.69,11,0
4,proxy4,0.54,0.95,1.12,0.54,1.0,0.77,5,0
5,proxy5,0.78,1.26,1.07,0.78,0.99,0.77,5,0
6,proxy6,2.06,1.13,1.29,2.06,1.01,1.85,12,0
7,proxy7,1.53,1.03,1.17,1.53,1.01,1.38,9,0
8,proxy8,1.02,1.09,1.17,1.03,1.01,1.23,8,0
9,proxy9,0.6,1.12,0.93,0.6,0.99,0.46,3,0
10,proxy10,0.93,0.92,1.23,0.93,1.0,0.92,6,0
11,proxy11,1.34,0.73,1.04,1.34,1.02,1.38,9,0
12,proxy12,1.09,0.74,1.3,1.1,1.0,1.23,8,0
13,proxy13,65.67,0.82,5.35,782.96,8.66,0.92,6,1
14,proxy14,0.98,1.3,1.31,0.99,1.0,0.77,5,0
15,proxy15,0.72,1.08,0.96,0.72,0.99,1.08,7,0
16,proxy16,0.15,1.12,0.73,0.15,0.99,0.46,3,0
17,proxy17,1.14,1.28,0.79,1.15,1.0,0.92,6,0
18,proxy18,0.87,0.98,0.75,0.87,1.0,1.23,8,0
19,proxy19,1.25,1.14,0.85,1.26,1.0,1.08,7,0
20,proxy20,1.04,1.17,1.16,1.04,1.01,1.23,8,0
21,proxy21,0.66,0.98,0.97,0.67,1.0,0.77,5,0
22,proxy22,0.84,0.75,1.21,0.84,1.01,1.08,7,0
23,proxy23,1.02,0.71,0.9,1.02,1.0,0.92,6,0
24,proxy24,0.56,0.95,1.07,0.56,1.0,0.77,5,0
25,proxy25,1.17,0.84,1.04,1.17,1.0,1.08,7,0
26,proxy26,0.86,0.9,0.91,0.86,1.0,0.92,6,0
27,proxy27,1.14,0.67,0.91,1.14,1.01,1.08,7,0
28,proxy28,25.93,1.06,6.18,1.01,6.49,3.85,5,0
29,proxy29,29.14,1.06,5.25,1.03,9.53,3.85,5,0
30,proxy30,1.12,0.98,1.01,1.13,1.0,0.92,6,0
31,proxy31,0.22,1.02,0.71,0.22,0.99,0.31,2,0
32,proxy32,30.42,1.16,6.0,1.67,7.88,4.46,9,0
33,proxy33,0.88,0.83,1.11,0.88,1.0,0.77,5,0
34,proxy34,1.54,0.74,0.79,1.54,1.01,1.38,9,0
35,proxy35,1.02,0.87,0.68,1.03,1.0,1.08,7,0
36,proxy36,0.72,0.75,1.0,0.72,1.0,0.92,6,0
37,proxy37,1.18,1.3,0.99,1.19,0.99,0.92,6,0
38,proxy38,1.39,1.28,1.29,1.39,1.01,1.08,7,0
39,proxy39,1.04,0.83,1.2,1.04,1.01,1.54,10,0
40,proxy40,1.05,0.9,0.71,1.06,1.01,1.08,7,0
41,proxy41,0.75,1.22,1.2,0.76,0.99,0.46,3,0
42,proxy42,1.12,0.73,1.1,1.12,1.0,1.38,9,0
43,proxy43,1.43,0.69,0.74,1.44,1.0,1.23,8,0
44,proxy44,0.83,0.94,1.26,0.83,1.01,0.77,5,0
45,proxy45,0.8,1.01,1.13,0.8,1.0,1.08,7,0
46,proxy46,1.76,1.25,0.83,1.77,1.0,1.85,12,0
47,proxy47,0.64,0.84,1.13,0.64,1.0,0.46,3,0
48,proxy48,0.82,1.24,0.8,0.83,0.99,0.62,4,0
49,proxy49,1.2,1.24,0.82,1.21,0.99,1.08,7,0
50,proxy50,0.93,1.0,0.72,0.94,1.0,0.77,5,0
51,proxy51,1.22,0.76,0.89,1.22,1.01,1.08,7,0
52,proxy52,0.84,1.0,1.0,0.85,1.0,0.92,6,0
53,proxy53,7.88,0.9,0.91,7.91,1.0,1.38,9,1
54,proxy54,1.54,1.14,0.86,1.54,1.0,1.54,10,0
55,proxy55,1.0,1.11,0.97,1.0,1.01,1.23,8,0
56,proxy56,39.43,0.69,4.49,347.68,4.11,1.08,7,1
57,proxy57,0.82,1.08,1.26,0.82,0.98,0.62,4,0
58,proxy58,7.82,0.8,0.68,7.85,1.0,0.77,5,1
59,proxy59,1.81,1.05,0.79,1.82,1.0,1.38,9,0
60,proxy60,0.43,1.22,0.91,0.43,0.99,0.31,2,0
61,proxy61,0.51,1.22,1.14,0.51,0.99,0.46,3,0
62,proxy62,0.45,0.86,1.11,0.46,0.99,0.77,5,0
63,proxy63,0.84,0.95,1.08,0.85,0.99,0.46,3,0
64,proxy64,1.76,0.84,1.25,1.77,1.03,1.85,12,0
65,proxy65,9.67,0.71,5.5,2.01,10.8,4.77,11,0
66,proxy66,1.51,1.0,0.73,1.52,1.02,1.54,10,0
67,proxy67,1.64,0.82,1.07,1.64,1.0,1.54,10,0
68,proxy68,1.03,1.03,1.04,1.03,0.99,0.62,4,0
69,proxy69,1.04,1.3,0.83,1.04,1.0,0.92,6,0
70,proxy70,1.0,0.79,0.76,1.0,1.01,1.23,8,0
71,proxy71,0.96,1.25,0.99,0.96,0.99,0.77,5,0
72,proxy72,1.11,1.29,1.19,1.11,1.01,1.23,8,0
73,proxy73,1.77,0.68,1.03,1.78,1.01,1.85,12,0
74,proxy74,1.17,0.87,1.03,1.17,1.01,1.23,8,0
75,proxy75,1.04,1.0,1.26,1.04,1.0,1.08,7,0
76,proxy76,0.86,0.86,1.11,0.86,1.01,1.08,7,0
77,proxy77,0.94,1.2,0.71,0.94,0.99,0.77,5,0
78,proxy78,23.82,1.25,5.4,0.82,8.87,4.15,7,0
79,proxy79,0.93,1.26,0.78,0.93,1.01,1.08,7,0
80,proxy80,1.44,1.0,1.29,1.45,1.0,0.92,6,0
81,proxy81,2.31,1.18,0.9,2.32,1.02,2.0,13,0
82,proxy82,1.92,1.01,1.29,1.93,1.01,1.85,12,0
83,proxy83,83.17,0.98,8.38,365.68,9.2,4.31,8,1
84,proxy84,13.25,1.1,0.9,13.29,1.0,0.77,5,1
85,proxy85,0.99,1.24,0.77,0.99,0.99,0.77,5,0
86,proxy86,0.86,1.12,0.97,0.87,0.99,0.62,4,0
87,proxy87,0.33,0.86,0.84,0.33,0.99,0.62,4,0
88,proxy88,0.78,0.81,0.92,0.78,0.99,0.62,4,0
89,proxy89,1.13,1.08,0.91,1.13,1.0,0.92,6,0
90,proxy90,0.19,1.25,1.18,0.19,0.99,0.46,3,0
91,proxy91,1.28,0.9,1.01,1.29,1.0,1.23,8,0
92,proxy92,0.57,1.19,1.15,0.57,0.99,0.77,5,0
93,proxy93,1.35,0.78,0.78,1.35,1.01,1.23,8,0
94,proxy94,1.07,0.97,1.19,1.08,1.0,0.77,5,0
95,proxy95,0.88,1.28,0.88,0.88,1.0,0.77,5,0
96,proxy96,0.55,0.75,1.23,0.55,1.01,0.92,6,0
97,proxy97,0.93,1.29,1.13,0.94,0.99,0.92,6,0
98,proxy98,0.42,1.02,1.15,0.42,0.99,0.62,4,0
99,proxy99,1.23,0.98,0.95,1.23,1.01,1.38,9,0
100,proxy100,0.33,1.12,1.23,0.33,0.99,0.62,4,0
101,proxy101,0.47,0.68,0.99,0.47,0.99,0.62,4,0
102,proxy102,1.15,0.68,0.77,1.15,0.99,0.77,5,0
103,proxy103,1.12,0.78,1.2,1.12,1.0,1.23,8,0
104,proxy104,1.55,0.83,1.09,1.56,1.01,1.54,10,0
105,proxy105,0.86,1.12,0.86,0.87,1.0,0.77,5,0
106,proxy106,1.84,0.94,0.83,1.85,1.01,1.69,11,0
107,proxy107,0.66,1.31,0.84,0.67,1.0,1.08,7,0
108,proxy108,13.23,0.76,0.89,13.27,1.0,1.08,7,1
109,proxy109,1.25,0.81,0.7,1.25,1.0,1.08,7,0
110,proxy110,1.28,1.01,0.67,1.29,1.01,1.38,9,0
111,proxy111,44.79,1.06,2.91,496.94,4.57,0.77,5,1
112,proxy112,1.19,0.81,0.74,1.2,1.0,0.92,6,0
113,proxy113,0.83,0.95,1.09,0.83,1.0,0.92,6,0
114,proxy114,1.27,1.08,0.78,1.27,1.01,1.23,8,0
