id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.6,0.94,2.31,0.99,3.85,2.05,21,0
2,proxy2,1.0,1.12,0.91,1.07,0.99,0.9,18,0
3,proxy3,0.89,0.97,0.98,0.95,1.0,0.95,19,0
4,proxy4,1.92,1.01,1.54,1.33,3.13,2.2,24,0
5,proxy5,0.61,0.98,1.31,0.65,0.99,0.7,14,0
6,proxy6,1.0,0.92,0.83,1.07,1.0,1.05,21,0
7,proxy7,2.27,1.05,3.73,1.01,4.45,3.2,24,0
8,proxy8,1.34,1.06,0.81,1.43,1.02,1.45,29,0
9,proxy9,0.77,0.99,0.93,0.82,0.98,0.75,15,0
10,proxy10,0.93,1.16,1.02,0.99,0.99,0.75,15,0
