id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,13.15,0.68,3.26,152.27,5.42,1.15,23,1
2,proxy2,0.82,1.19,0.91,0.82,1.0,0.8,16,0
3,proxy3,0.66,1.22,1.12,0.66,0.99,0.7,14,0
4,proxy4,1.25,1.0,0.82,1.25,1.01,1.25,25,0
5,proxy5,1.38,0.67,0.97,1.38,1.02,1.3,26,0
6,proxy6,0.94,0.99,1.0,0.94,0.99,0.9,18,0
7,proxy7,1.05,0.72,0.79,1.05,0.99,1.0,20,0
8,proxy8,1.0,1.25,1.11,1.0,1.0,0.85,17,0
9,proxy9,0.94,1.19,1.09,0.94,1.01,1.0,20,0
10,proxy10,1.15,0.93,1.01,1.15,1.02,1.05,21,0
