id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.78,1.0,0.92,0.86,0.99,0.64,9,0
2,proxy2,1.0,0.88,0.63,1.1,0.99,1.0,14,0
3,proxy3,20.18,1.34,2.56,240.63,4.77,1.71,24,1
4,proxy4,0.91,0.76,1.1,1.0,1.0,1.0,14,0
5,proxy5,0.6,0.96,1.02,0.66,0.99,0.64,9,0
6,proxy6,1.47,1.16,0.94,1.63,1.02,1.43,20,0
7,proxy7,1.29,0.96,1.06,1.43,1.0,1.14,16,0
8,proxy8,0.83,0.76,0.76,0.91,0.99,0.79,11,0
9,proxy9,11.82,0.77,5.27,1.38,5.96,2.57,16,0
10,proxy10,17.93,1.28,3.32,225.09,4.1,1.0,14,1
11,proxy11,0.59,1.19,0.99,0.66,1.0,0.86,12,0
12,proxy12,0.88,1.22,1.02,0.97,0.98,0.71,10,0
13,proxy13,0.65,1.24,0.95,0.72,0.98,0.5,7,0
14,proxy14,18.26,1.24,3.19,169.99,5.74,1.21,17,1
15,proxy15,21.73,0.84,2.69,170.74,4.12,0.93,13,1
16,proxy16,1.29,0.8,1.15,1.42,1.01,1.36,19,0
17,proxy17,13.65,0.77,6.72,1.51,7.1,2.57,16,0
18,proxy18,1.23,1.24,0.94,1.35,1.01,1.29,18,0
19,proxy19,0.87,1.24,0.7,0.97,1.0,0.71,10,0
20,proxy20,0.51,0.97,1.1,0.56,0.98,0.43,6,0
21,proxy21,21.01,1.0,2.66,187.54,4.78,0.57,8,1
22,proxy22,27.3,1.39,6.98,218.1,12.21,2.57,16,1
23,proxy23,0.6,1.07,0.69,0.66,0.99,0.79,11,0
24,proxy24,1.57,1.44,0.62,1.73,1.02,1.36,19,0
25,proxy25,20.73,1.43,2.78,223.65,5.7,1.36,19,1
26,proxy26,1.23,1.16,1.01,1.36,1.01,1.29,18,0
27,proxy27,1.51,0.98,0.98,1.66,1.02,1.43,20,0
28,proxy28,16.16,1.37,3.15,184.7,4.01,1.07,15,1
29,proxy29,16.59,1.35,2.97,176.04,4.6,0.5,7,1
30,proxy30,13.86,0.91,4.02,0.79,9.16,2.29,12,0
31,proxy31,14.45,1.4,4.12,1.45,6.26,2.71,18,0
32,proxy32,1.33,1.09,1.0,1.47,1.02,1.43,20,0
33,proxy33,0.63,1.03,1.04,0.7,0.99,0.79,11,0
34,proxy34,0.86,0.85,0.98,0.95,1.0,0.79,11,0
35,proxy35,23.21,1.29,3.25,194.38,5.12,1.43,20,1
