id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.73,1.12,0.43,0.84,0.51,0.69,31,0
2,proxy2,1.17,0.66,1.61,1.11,1.58,1.31,39,0
3,proxy3,1.38,1.24,1.69,1.1,1.14,1.31,39,0
4,proxy4,1.83,1.05,1.5,1.15,2.85,1.67,35,0
5,proxy5,1.66,0.8,1.21,1.37,1.1,1.44,45,0
6,proxy6,0.72,1.17,0.5,0.83,0.51,0.6,27,0
7,proxy7,1.51,0.85,1.41,1.4,1.9,1.33,40,0
8,proxy8,0.69,1.0,0.74,0.79,0.51,0.69,31,0
9,proxy9,1.1,1.15,1.05,0.95,1.86,1.13,31,0
10,proxy10,1.0,0.83,0.63,1.15,0.51,0.87,39,0
11,proxy11,1.29,0.82,1.15,1.16,1.82,1.2,34,0
12,proxy12,0.69,1.24,0.6,0.8,0.5,0.53,24,0
13,proxy13,0.7,1.2,0.54,0.81,0.51,0.67,30,0
14,proxy14,0.87,0.93,0.55,1.0,0.51,0.67,30,0
15,proxy15,0.92,0.72,1.0,0.78,1.0,1.0,25,0
