id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,34.22,0.79,4.12,262.58,4.98,1.16,11,1
2,proxy2,0.96,1.25,1.0,0.96,0.99,0.63,6,0
3,proxy3,0.98,0.95,0.71,0.98,1.0,1.05,10,0
4,proxy4,0.74,1.1,1.0,0.74,0.99,0.84,8,0
5,proxy5,1.23,0.94,1.14,1.23,1.01,1.26,12,0
6,proxy6,1.31,0.96,1.05,1.31,1.01,1.26,12,0
7,proxy7,59.63,0.77,7.3,493.39,8.56,1.37,13,1
8,proxy8,1.02,1.04,0.92,1.02,0.99,0.84,8,0
9,proxy9,0.96,1.34,1.06,0.96,1.01,1.16,11,0
10,proxy10,1.1,0.77,1.0,1.1,1.0,0.95,9,0
