id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.31,1.15,1.26,1.34,0.99,0.86,6,0
2,proxy2,0.65,0.83,0.71,0.66,0.99,0.71,5,0
3,proxy3,0.93,0.93,0.79,0.95,1.0,0.71,5,0
4,proxy4,1.45,1.09,0.86,1.47,1.02,1.43,10,0
5,proxy5,0.69,1.12,1.09,0.71,1.0,0.86,6,0
6,proxy6,0.49,1.02,1.12,0.5,1.0,0.71,5,0
7,proxy7,0.53,1.1,1.23,0.54,0.99,0.57,4,0
8,proxy8,0.63,0.95,0.99,0.64,0.99,0.43,3,0
9,proxy9,0.52,0.95,0.7,0.53,1.0,1.0,7,0
10,proxy10,30.17,0.86,4.44,1.89,7.53,4.43,11,0
11,proxy11,1.2,0.98,1.18,1.22,1.0,0.86,6,0
12,proxy12,0.93,1.14,1.18,0.95,0.99,0.71,5,0
13,proxy13,0.46,1.36,0.7,0.47,0.99,0.43,3,0
14,proxy14,0.89,1.24,0.81,0.9,0.99,0.71,5,0
15,proxy15,1.33,0.9,0.81,1.36,1.01,1.29,9,0
16,proxy16,0.57,1.18,0.71,0.58,1.0,0.43,3,0
17,proxy17,0.99,0.76,0.82,1.01,1.0,1.0,7,0
18,proxy18,1.05,1.36,0.65,1.07,1.0,1.14,8,0
19,proxy19,0.83,1.05,0.86,0.85,1.0,1.14,8,0
20,proxy20,0.9,0.89,0.9,0.91,1.0,0.86,6,0
21,proxy21,1.13,1.22,0.81,1.15,1.0,1.0,7,0
22,proxy22,1.12,1.32,0.7,1.14,1.01,1.14,8,0
23,proxy23,0.5,0.77,0.67,0.51,0.99,0.43,3,0
24,proxy24,2.07,0.81,0.68,2.1,1.01,1.57,11,0
25,proxy25,1.54,1.24,1.22,1.57,1.0,1.57,11,0
26,proxy26,0.76,1.11,1.13,0.77,1.0,0.71,5,0
27,proxy27,0.3,0.81,1.15,0.3,0.99,0.43,3,0
28,proxy28,1.12,1.03,0.92,1.14,1.0,1.0,7,0
29,proxy29,5.99,1.35,5.3,1.2,8.04,4.29,10,0
30,proxy30,1.53,0.92,0.73,1.56,1.0,1.14,8,0
31,proxy31,1.1,0.83,1.08,1.12,1.0,0.71,5,0
32,proxy32,10.77,0.74,5.81,1.15,9.81,3.86,7,0
33,proxy33,0.83,1.17,0.76,0.85,1.0,1.0,7,0
34,proxy34,1.92,1.04,1.0,1.96,1.02,1.57,11,0
35,proxy35,1.1,1.06,1.24,1.12,1.0,1.0,7,0
36,proxy36,1.13,1.02,1.07,1.15,1.01,1.43,10,0
37,proxy37,1.19,0.9,1.1,1.21,1.01,1.29,9,0
38,proxy38,1.47,1.05,0.91,1.5,1.01,1.29,9,0
