id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,1.02,1.0,1.23,1.02,1.0,1.0,13,0
2,proxy2,1.1,0.83,0.94,1.1,1.0,1.08,14,0
3,proxy3,1.0,0.93,1.33,1.0,1.01,0.92,12,0
4,proxy4,0.87,1.13,1.06,0.87,1.0,1.08,14,0
5,proxy5,1.05,0.79,0.98,1.05,1.0,1.23,16,0
6,proxy6,1.2,0.91,0.78,1.2,1.01,1.0,13,0
7,proxy7,16.88,0.93,3.47,143.36,4.17,0.54,7,1
8,proxy8,0.56,1.07,1.26,0.56,0.98,0.62,8,0
9,proxy9,0.78,1.15,1.0,0.78,1.0,1.23,16,0
10,proxy10,0.43,0.9,0.76,0.43,0.98,0.46,6,0
11,proxy11,1.18,1.11,0.89,1.18,1.01,1.62,21,0
12,proxy12,1.26,0.86,1.28,1.26,1.02,1.54,20,0
13,proxy13,0.66,1.04,1.04,0.66,0.99,0.92,12,0
14,proxy14,0.79,1.31,0.99,0.79,0.99,0.85,11,0
15,proxy15,21.31,1.15,4.03,163.08,5.44,1.31,17,1
