id,normal,direct,slow,steal
240.16.98.80,1,0,0,0
42.109.174.82,1,0,0,0
112.66.150.109,1,0,0,0
16.216.1.82,1,0,0,0
229.226.170.58,1,0,0,0
181.53.1.136,1,0,0,0
232.29.62.92,1,0,0,0
103.239.53.158,1,0,0,0
17.211.83.154,1,0,0,0
162.75.40.192,1,0,0,0
102.226.234.156,1,0,0,0
140.240.240.208,1,0,0,0
181.27.72.225,1,0,0,0
200.121.127.201,1,0,0,0
232.93.172.115,1,0,0,0
194.239.76.217,1,0,0,0
197.219.16.183,1,0,0,0
212.132.209.124,1,0,0,0
88.77.147.134,1,0,0,0
107.252.129.130,1,0,0,0
15.121.123.12,1,0,0,0
150.231.9.57,1,0,0,0
60.88.43.113,1,0,0,0
30.84.239.203,1,0,0,0
212.119.133.201,1,0,0,0
13.78.197.241,1,0,0,0
133.23.215.202,1,0,0,0
200.188.18.169,1,0,0,0
189.230.57.45,1,0,0,0
57.231.133.29,1,0,0,0
196.202.83.57,1,0,0,0
71.159.31.206,1,0,0,0
124.1.254.15,1,0,0,0
151.208.173.56,1,0,0,0
230.41.93.63,1,0,0,0
118.47.38.245,1,0,0,0
61.44.98.187,1,0,0,0
47.82.38.199,1,0,0,0
149.125.205.217,1,0,0,0
77.228.194.71,1,0,0,0
113.63.154.239,1,0,0,0
29.159.141.43,1,0,0,0
198.19.116.126,1,0,0,0
17.79.248.119,1,0,0,0
46.212.131.236,1,0,0,0
79.123.52.23,1,0,0,0
103.8.192.65,1,0,0,0
141.115.242.222,1,0,0,0
59.245.146.58,1,0,0,0
202.26.245.36,1,0,0,0
15.12.82.245,1,0,0,0
107.122.11.76,1,0,0,0
117.115.166.74,1,0,0,0
7.231.204.26,1,0,0,0
99.207.23.191,1,0,0,0
157.26.101.161,1,0,0,0
56.112.186.140,1,0,0,0
69.156.97.94,1,0,0,0
182.254.135.234,1,0,0,0
162.79.86.226,1,0,0,0
216.26.150.65,1,0,0,0
86.252.74.243,1,0,0,0
217.10.4.229,1,0,0,0
87.154.245.42,1,0,0,0
252.230.41.2,1,0,0,0
59.90.242.144,1,0,0,0
253.213.80.84,1,0,0,0
207.242.174.111,1,0,0,0
77.177.9.243,1,0,0,0
182.151.17.87,1,0,0,0
226.166.134.124,1,0,0,0
244.224.194.247,1,0,0,0
188.86.42.69,1,0,0,0
193.207.46.1,1,0,0,0
137.206.168.105,1,0,0,0
27.82.218.74,1,0,0,0
73.180.111.171,1,0,0,0
57.58.13.188,1,0,0,0
4.167.137.105,1,0,0,0
215.56.60.83,1,0,0,0
