id,proxyname,SEND_ratio,DISK_ratio,CPU_ratio,RECEIVE_ratio,MEM_ratio,DISK_COUNT_ratio,UserNum,BeingAttack
1,proxy1,0.72,1.12,0.69,0.73,0.99,0.5,4,0
2,proxy2,0.73,1.3,0.99,0.73,0.99,0.75,6,0
3,proxy3,1.38,0.73,0.87,1.39,1.0,1.12,9,0
4,proxy4,24.66,0.76,6.78,0.83,10.18,3.38,7,0
5,proxy5,1.88,0.77,1.02,1.89,1.01,1.12,9,0
6,proxy6,0.66,1.11,1.0,0.67,0.99,0.5,4,0
7,proxy7,0.99,1.0,1.18,1.0,0.99,0.75,6,0
8,proxy8,0.98,0.91,0.8,0.98,1.0,0.88,7,0
9,proxy9,24.34,0.8,4.74,1.09,10.47,3.12,5,0
10,proxy10,0.35,1.27,1.0,0.36,0.98,0.25,2,0
11,proxy11,0.2,1.19,1.09,0.2,0.99,0.38,3,0
12,proxy12,2.01,1.22,1.19,2.02,1.01,1.75,14,0
13,proxy13,1.0,1.08,0.63,1.01,1.0,1.0,8,0
14,proxy14,1.41,0.74,0.96,1.42,1.0,1.0,8,0
15,proxy15,1.14,0.86,0.92,1.15,1.0,1.0,8,0
